checkout_id,customer_id,vehicle_id,checkout_date,brand,model,location,checkout_stage,checkout_status,channel
CHK-05374,CUS-68228,VEH-04693,2026-11-03,Honda,City,Delhi,Payment,Abandoned,Website
CHK-05375,CUS-80903,VEH-03188,2026-02-23,Mahindra,Thar,Mumbai,Started,Started,Website
CHK-05376,CUS-46953,VEH-04233,2025-08-12,Hyundai,Creta,Delhi,Started,Abandoned,Call Center
CHK-05377,CUS-97186,VEH-04578,2026-01-04,Hyundai,Creta,Delhi,Started,Started,Call Center
CHK-05378,CUS-50381,VEH-02263,2026-04-16,Mahindra,Thar,Bengaluru,Payment,Payment,Walk-in
CHK-05379,CUS-97586,VEH-00445,2026-07-24,Honda,City,Pune,Started,Started,Mobile App
CHK-05380,CUS-71036,VEH-01974,2025-09-03,Hyundai,Creta,Chennai,Payment,Payment,Call Center
CHK-05381,CUS-39348,VEH-03837,2025-02-14,Maruti Suzuki,Swift,Delhi,Started,Started,Call Center
CHK-05382,CUS-85836,VEH-01059,2026-04-19,Hyundai,Creta,Pune,Started,Started,Website
CHK-05383,CUS-67172,VEH-03535,2026-01-24,Mahindra,Scorpio-N,Bengaluru,Started,Started,Mobile App
CHK-05384,CUS-35963,VEH-04691,2026-12-14,Hyundai,i20,Delhi,Payment,Payment,Walk-in
CHK-05385,CUS-67263,VEH-03478,2025-05-26,Mahindra,XUV700,Ahmedabad,Payment,Payment,Mobile App
CHK-05386,CUS-87663,VEH-03074,2025-11-28,Tata,Punch,Bengaluru,Payment,Payment,Call Center
CHK-05387,CUS-57305,VEH-01680,2025-11-17,Maruti Suzuki,Brezza,Chennai,Started,Started,Walk-in
CHK-05388,CUS-65563,VEH-04769,2026-10-23,Tata,Nexon,Mumbai,Started,Started,Mobile App
CHK-05389,CUS-49793,VEH-04598,2026-02-24,Tata,Tiago,Ahmedabad,Started,Abandoned,Mobile App
CHK-05390,CUS-32643,VEH-03077,2025-07-06,Hyundai,Venue,Delhi,Started,Started,Mobile App
CHK-05391,CUS-35237,VEH-04218,2026-03-11,Maruti Suzuki,Brezza,Chennai,Payment,Payment,Call Center
CHK-05392,CUS-31538,VEH-02629,2025-10-02,Kia,Seltos,Delhi,Started,Abandoned,Walk-in
CHK-05393,CUS-87109,VEH-03068,2026-11-26,Mahindra,Scorpio-N,Chennai,Started,Started,Mobile App
CHK-05394,CUS-54389,VEH-01348,2026-11-07,Toyota,Innova Hycross,Hyderabad,Started,Started,Walk-in
CHK-05395,CUS-54685,VEH-01514,2026-01-01,Honda,City,Bengaluru,Started,Abandoned,Call Center
CHK-05396,CUS-99672,VEH-00775,2025-06-19,Hyundai,Venue,Delhi,Payment,Payment,Call Center
CHK-05397,CUS-82573,VEH-00628,2025-10-14,Tata,Nexon,Chennai,Payment,Payment,Website
CHK-05398,CUS-50036,VEH-02441,2025-07-22,Honda,City,Hyderabad,Payment,Abandoned,Mobile App
CHK-05399,CUS-81511,VEH-01157,2026-03-30,Hyundai,Venue,Bengaluru,Payment,Payment,Mobile App
CHK-05400,CUS-79395,VEH-02506,2026-11-26,Maruti Suzuki,Swift,Pune,Started,Started,Walk-in
CHK-05401,CUS-44275,VEH-01233,2026-02-04,Mahindra,Thar,Hyderabad,Payment,Payment,Website
CHK-05402,CUS-68251,VEH-00915,2026-08-04,Maruti Suzuki,Baleno,Mumbai,Started,Started,Call Center
CHK-05403,CUS-78264,VEH-04248,2026-06-03,Tata,Nexon,Chennai,Payment,Payment,Call Center
CHK-05404,CUS-43858,VEH-04370,2026-06-12,Skoda,Kushaq,Hyderabad,Payment,Abandoned,Website
CHK-05405,CUS-42774,VEH-03034,2025-12-08,Mahindra,Scorpio-N,Gurgaon,Payment,Abandoned,Website
CHK-05406,CUS-87217,VEH-03283,2026-05-21,Hyundai,Creta,Chennai,Payment,Payment,Website
CHK-05407,CUS-42216,VEH-01803,2026-10-01,Kia,Seltos,Hyderabad,Started,Started,Call Center
CHK-05408,CUS-67838,VEH-04410,2026-05-28,Tata,Tiago,Bengaluru,Payment,Payment,Mobile App
CHK-05409,CUS-61201,VEH-03542,2026-07-18,Mahindra,XUV700,Pune,Payment,Payment,Mobile App
CHK-05410,CUS-85796,VEH-00845,2026-08-11,Kia,Seltos,Delhi,Started,Started,Call Center
CHK-05411,CUS-95736,VEH-03537,2025-09-27,Mahindra,Thar,Pune,Payment,Payment,Website
CHK-05412,CUS-93823,VEH-03783,2026-08-23,Maruti Suzuki,Baleno,Gurgaon,Payment,Payment,Walk-in
CHK-05413,CUS-79762,VEH-02314,2025-11-19,Hyundai,Venue,Delhi,Started,Abandoned,Walk-in
CHK-05414,CUS-26705,VEH-03470,2025-12-08,Maruti Suzuki,Swift,Bengaluru,Payment,Payment,Walk-in
CHK-05415,CUS-66379,VEH-00387,2025-10-31,Maruti Suzuki,Swift,Gurgaon,Payment,Payment,Website
CHK-05416,CUS-44762,VEH-02201,2026-07-01,Volkswagen,Virtus,Delhi,Payment,Payment,Call Center
CHK-05417,CUS-65604,VEH-03229,2026-11-01,Maruti Suzuki,Brezza,Pune,Started,Abandoned,Mobile App
CHK-05418,CUS-93073,VEH-04857,2026-08-18,Mahindra,Scorpio-N,Hyderabad,Started,Started,Call Center
CHK-05419,CUS-22137,VEH-01621,2026-05-29,Mahindra,Thar,Mumbai,Started,Abandoned,Website
CHK-05420,CUS-36708,VEH-03595,2026-11-10,Hyundai,Creta,Hyderabad,Started,Abandoned,Call Center
CHK-05421,CUS-22603,VEH-04697,2026-12-18,Hyundai,Venue,Pune,Payment,Abandoned,Website
CHK-05422,CUS-43919,VEH-00622,2025-08-17,Hyundai,Creta,Delhi,Payment,Abandoned,Mobile App
CHK-05423,CUS-40563,VEH-03189,2025-11-04,Maruti Suzuki,Ertiga,Hyderabad,Payment,Abandoned,Mobile App
CHK-05424,CUS-58550,VEH-04705,2026-06-14,Tata,Nexon,Pune,Started,Started,Website
CHK-05425,CUS-42620,VEH-02512,2026-03-07,Maruti Suzuki,Baleno,Pune,Payment,Payment,Mobile App
CHK-05426,CUS-31326,VEH-02651,2026-04-18,Kia,Seltos,Ahmedabad,Payment,Abandoned,Call Center
CHK-05427,CUS-64393,VEH-01747,2026-03-02,Tata,Punch,Mumbai,Payment,Abandoned,Walk-in
CHK-05428,CUS-26600,VEH-00149,2025-07-27,Maruti Suzuki,Swift,Pune,Payment,Abandoned,Mobile App
CHK-05429,CUS-42758,VEH-04051,2026-07-25,Kia,Seltos,Mumbai,Payment,Payment,Walk-in
CHK-05430,CUS-62579,VEH-01846,2026-12-17,Mahindra,Scorpio-N,Pune,Started,Abandoned,Website
CHK-05431,CUS-54107,VEH-01925,2025-05-15,Kia,Seltos,Gurgaon,Payment,Payment,Website
CHK-05432,CUS-27055,VEH-00855,2026-08-04,Mahindra,XUV700,Delhi,Started,Abandoned,Mobile App
CHK-05433,CUS-87364,VEH-04550,2025-01-31,Maruti Suzuki,Brezza,Mumbai,Payment,Payment,Website
CHK-05434,CUS-76834,VEH-01578,2025-11-28,Skoda,Kushaq,Chennai,Started,Started,Mobile App
CHK-05435,CUS-66185,VEH-02005,2026-08-19,Mahindra,XUV700,Chennai,Payment,Payment,Walk-in
CHK-05436,CUS-62915,VEH-00880,2026-12-13,Kia,Seltos,Ahmedabad,Started,Started,Call Center
CHK-05437,CUS-82945,VEH-00319,2026-06-16,Mahindra,Thar,Ahmedabad,Started,Abandoned,Walk-in
CHK-05438,CUS-81280,VEH-01667,2026-11-24,Mahindra,Thar,Chennai,Payment,Abandoned,Call Center
CHK-05439,CUS-76097,VEH-04880,2025-04-14,Maruti Suzuki,Swift,Ahmedabad,Started,Abandoned,Call Center
CHK-05440,CUS-23667,VEH-01981,2025-09-19,Maruti Suzuki,Swift,Chennai,Payment,Abandoned,Call Center
CHK-05441,CUS-22883,VEH-00815,2026-12-14,Hyundai,Creta,Bengaluru,Payment,Abandoned,Website
CHK-05442,CUS-79550,VEH-04230,2026-07-17,Kia,Seltos,Pune,Started,Abandoned,Walk-in
CHK-05443,CUS-45144,VEH-01711,2025-09-17,Mahindra,XUV700,Mumbai,Payment,Payment,Call Center
CHK-05444,CUS-58112,VEH-00977,2026-02-14,Hyundai,Creta,Bengaluru,Started,Started,Website
CHK-05445,CUS-58050,VEH-02341,2026-11-30,Hyundai,i20,Bengaluru,Payment,Payment,Walk-in
CHK-05446,CUS-58474,VEH-00559,2026-08-24,Mahindra,XUV700,Ahmedabad,Started,Started,Website
CHK-05447,CUS-70419,VEH-01085,2025-11-22,Toyota,Innova Hycross,Mumbai,Started,Abandoned,Mobile App
CHK-05448,CUS-51439,VEH-02020,2025-08-17,Hyundai,Venue,Bengaluru,Started,Started,Call Center
CHK-05449,CUS-73462,VEH-04537,2026-08-29,Tata,Nexon,Gurgaon,Payment,Abandoned,Walk-in
CHK-05450,CUS-73170,VEH-02293,2025-09-18,Maruti Suzuki,Swift,Chennai,Started,Started,Call Center
CHK-05451,CUS-48209,VEH-04537,2026-07-03,Tata,Nexon,Gurgaon,Payment,Payment,Mobile App
CHK-05452,CUS-94081,VEH-03755,2025-05-24,Toyota,Innova Hycross,Delhi,Payment,Abandoned,Mobile App
CHK-05453,CUS-53655,VEH-04059,2025-04-18,Maruti Suzuki,Baleno,Chennai,Started,Started,Mobile App
CHK-05454,CUS-48529,VEH-03703,2026-08-05,Kia,Seltos,Gurgaon,Started,Started,Call Center
CHK-05455,CUS-52826,VEH-03583,2026-12-12,Maruti Suzuki,Swift,Delhi,Payment,Abandoned,Website
CHK-05456,CUS-50652,VEH-00450,2026-05-16,Tata,Tiago,Bengaluru,Payment,Payment,Walk-in
CHK-05457,CUS-60577,VEH-04489,2026-04-16,Maruti Suzuki,Swift,Pune,Payment,Payment,Mobile App
CHK-05458,CUS-92896,VEH-02062,2025-07-25,Mahindra,XUV700,Bengaluru,Started,Abandoned,Walk-in
CHK-05459,CUS-24138,VEH-00514,2026-09-22,Hyundai,i20,Ahmedabad,Started,Abandoned,Mobile App
CHK-05460,CUS-48709,VEH-04270,2026-02-22,Tata,Nexon,Mumbai,Started,Abandoned,Call Center
CHK-05461,CUS-20428,VEH-00330,2026-07-27,Tata,Nexon,Bengaluru,Started,Started,Website
CHK-05462,CUS-53458,VEH-03376,2026-05-20,Tata,Nexon,Pune,Payment,Payment,Website
CHK-05463,CUS-73207,VEH-02032,2026-07-01,Hyundai,Creta,Hyderabad,Payment,Abandoned,Call Center
CHK-05464,CUS-63491,VEH-00459,2026-10-13,Tata,Nexon,Chennai,Payment,Payment,Call Center
CHK-05465,CUS-72692,VEH-00625,2026-09-20,Maruti Suzuki,Baleno,Delhi,Started,Abandoned,Mobile App
CHK-05466,CUS-64752,VEH-04792,2026-07-25,Hyundai,Creta,Mumbai,Payment,Payment,Call Center
CHK-05467,CUS-21435,VEH-02640,2026-12-10,Hyundai,Creta,Bengaluru,Payment,Payment,Website
CHK-05468,CUS-75227,VEH-00111,2025-03-17,Toyota,Innova Hycross,Hyderabad,Payment,Abandoned,Call Center
CHK-05469,CUS-41700,VEH-01038,2026-06-06,Hyundai,Creta,Bengaluru,Payment,Payment,Website
CHK-05470,CUS-95950,VEH-04222,2025-11-16,Maruti Suzuki,Brezza,Delhi,Payment,Payment,Website
CHK-05471,CUS-66532,VEH-03822,2026-05-13,Volkswagen,Virtus,Chennai,Started,Abandoned,Website
CHK-05472,CUS-80743,VEH-00671,2026-09-27,Hyundai,Creta,Ahmedabad,Started,Abandoned,Walk-in
CHK-05473,CUS-51043,VEH-04847,2026-03-22,Hyundai,i20,Hyderabad,Started,Abandoned,Website
CHK-05474,CUS-42282,VEH-02503,2026-05-22,Tata,Nexon,Mumbai,Started,Started,Website
CHK-05475,CUS-61733,VEH-01807,2025-12-11,Kia,Seltos,Ahmedabad,Payment,Payment,Walk-in
CHK-05476,CUS-65475,VEH-02349,2026-08-11,Toyota,Innova Hycross,Pune,Started,Abandoned,Website
CHK-05477,CUS-22621,VEH-04053,2026-07-08,Mahindra,XUV700,Pune,Payment,Payment,Mobile App
CHK-05478,CUS-37609,VEH-04917,2026-07-21,Tata,Nexon,Delhi,Payment,Payment,Mobile App
CHK-05479,CUS-88384,VEH-04196,2026-02-03,Hyundai,Creta,Bengaluru,Payment,Payment,Mobile App
CHK-05480,CUS-26156,VEH-00423,2025-12-09,Tata,Nexon,Mumbai,Started,Abandoned,Mobile App
CHK-05481,CUS-95749,VEH-04557,2026-09-30,Tata,Nexon,Gurgaon,Payment,Payment,Website
CHK-05482,CUS-25908,VEH-02353,2025-06-25,MG,Hector,Mumbai,Payment,Abandoned,Walk-in
CHK-05483,CUS-73253,VEH-03320,2026-04-11,Hyundai,Creta,Mumbai,Payment,Payment,Walk-in
CHK-05484,CUS-68921,VEH-02676,2026-11-22,Tata,Punch,Mumbai,Payment,Payment,Walk-in
CHK-05485,CUS-83681,VEH-04992,2025-07-12,Honda,City,Bengaluru,Payment,Payment,Mobile App
CHK-05486,CUS-84943,VEH-01369,2025-09-21,Mahindra,Thar,Gurgaon,Started,Started,Mobile App
CHK-05487,CUS-35187,VEH-01246,2025-12-13,Kia,Seltos,Mumbai,Started,Abandoned,Website
CHK-05488,CUS-88479,VEH-04470,2025-06-01,Hyundai,Venue,Mumbai,Payment,Abandoned,Mobile App
CHK-05489,CUS-88622,VEH-04475,2025-08-29,Mahindra,XUV700,Mumbai,Started,Started,Mobile App
CHK-05490,CUS-91062,VEH-00343,2025-12-24,Tata,Nexon,Delhi,Payment,Payment,Walk-in
CHK-05491,CUS-72850,VEH-02589,2025-04-28,Hyundai,Creta,Ahmedabad,Payment,Payment,Mobile App
CHK-05492,CUS-39078,VEH-03569,2026-01-12,BMW,3 Series,Mumbai,Started,Abandoned,Mobile App
CHK-05493,CUS-24136,VEH-00546,2026-09-01,Maruti Suzuki,Baleno,Pune,Started,Abandoned,Call Center
CHK-05494,CUS-59275,VEH-02284,2026-11-01,MG,Hector,Mumbai,Started,Abandoned,Website
CHK-05495,CUS-65882,VEH-03234,2026-02-07,Volkswagen,Virtus,Gurgaon,Started,Started,Mobile App
CHK-05496,CUS-60531,VEH-02299,2026-01-15,Mahindra,Thar,Delhi,Started,Started,Mobile App
CHK-05497,CUS-48275,VEH-04975,2026-07-10,Mahindra,Scorpio-N,Delhi,Payment,Payment,Call Center
CHK-05498,CUS-32480,VEH-04713,2025-10-01,Maruti Suzuki,Baleno,Gurgaon,Payment,Abandoned,Walk-in
CHK-05499,CUS-53719,VEH-00304,2025-07-12,Tata,Nexon,Pune,Started,Abandoned,Website
CHK-05500,CUS-25126,VEH-02876,2026-05-13,Skoda,Kushaq,Hyderabad,Payment,Payment,Walk-in
CHK-05501,CUS-85616,VEH-04677,2025-04-24,Hyundai,i20,Pune,Payment,Payment,Website
CHK-05502,CUS-37271,VEH-04516,2026-12-07,Maruti Suzuki,Swift,Delhi,Started,Abandoned,Walk-in
CHK-05503,CUS-86440,VEH-04483,2025-05-02,Mahindra,Thar,Gurgaon,Payment,Payment,Mobile App
CHK-05504,CUS-28129,VEH-02306,2026-05-20,Tata,Nexon,Ahmedabad,Started,Started,Website
CHK-05505,CUS-80546,VEH-01196,2025-06-10,Tata,Nexon,Chennai,Payment,Abandoned,Call Center
CHK-05506,CUS-78326,VEH-03299,2026-12-03,Maruti Suzuki,Brezza,Pune,Payment,Payment,Walk-in
CHK-05507,CUS-28132,VEH-02752,2025-11-06,Hyundai,Creta,Gurgaon,Payment,Abandoned,Call Center
CHK-05508,CUS-55524,VEH-02217,2026-10-01,Maruti Suzuki,Baleno,Gurgaon,Payment,Abandoned,Website
CHK-05509,CUS-77235,VEH-04585,2025-05-07,Tata,Punch,Delhi,Started,Started,Walk-in
CHK-05510,CUS-28540,VEH-04960,2026-10-19,Honda,City,Delhi,Started,Started,Call Center
CHK-05511,CUS-81647,VEH-02624,2025-09-03,Mahindra,Thar,Hyderabad,Payment,Abandoned,Mobile App
CHK-05512,CUS-82202,VEH-03726,2026-05-04,Maruti Suzuki,Baleno,Delhi,Payment,Payment,Mobile App
CHK-05513,CUS-61281,VEH-00372,2025-05-18,Maruti Suzuki,Brezza,Gurgaon,Started,Started,Walk-in
CHK-05514,CUS-62748,VEH-03268,2026-03-03,MG,Hector,Bengaluru,Started,Started,Website
CHK-05515,CUS-92663,VEH-03707,2025-07-12,Tata,Nexon,Hyderabad,Started,Started,Walk-in
CHK-05516,CUS-51689,VEH-02447,2025-05-24,Toyota,Innova Hycross,Delhi,Started,Started,Call Center
CHK-05517,CUS-35083,VEH-01357,2025-12-18,Toyota,Innova Hycross,Bengaluru,Started,Started,Walk-in
CHK-05518,CUS-21002,VEH-01456,2026-12-20,Mahindra,XUV700,Ahmedabad,Started,Abandoned,Walk-in
CHK-05519,CUS-56979,VEH-00746,2026-12-16,Hyundai,Creta,Ahmedabad,Payment,Payment,Walk-in
CHK-05520,CUS-24577,VEH-02370,2025-12-02,Maruti Suzuki,Swift,Gurgaon,Payment,Payment,Website
CHK-05521,CUS-65555,VEH-04698,2026-03-15,Hyundai,i20,Mumbai,Payment,Payment,Call Center
CHK-05522,CUS-39466,VEH-00385,2025-10-24,Mahindra,Thar,Gurgaon,Started,Abandoned,Mobile App
CHK-05523,CUS-70450,VEH-03605,2025-04-06,Tata,Punch,Delhi,Payment,Payment,Website
CHK-05524,CUS-29400,VEH-02420,2025-05-10,Mahindra,Thar,Bengaluru,Payment,Payment,Website
CHK-05525,CUS-80802,VEH-02919,2026-06-12,Tata,Nexon,Mumbai,Payment,Payment,Call Center
CHK-05526,CUS-28598,VEH-01779,2026-04-11,Hyundai,Creta,Bengaluru,Payment,Payment,Walk-in
CHK-05527,CUS-88890,VEH-03521,2026-11-28,Hyundai,Creta,Chennai,Payment,Payment,Website
CHK-05528,CUS-40962,VEH-03732,2026-10-20,Volkswagen,Virtus,Mumbai,Payment,Payment,Website
CHK-05529,CUS-47830,VEH-00587,2026-05-02,Maruti Suzuki,Baleno,Hyderabad,Started,Abandoned,Walk-in
CHK-05530,CUS-40934,VEH-01062,2025-07-05,Tata,Nexon,Pune,Started,Abandoned,Website
CHK-05531,CUS-80433,VEH-04609,2025-08-21,Kia,Seltos,Hyderabad,Payment,Abandoned,Mobile App
CHK-05532,CUS-33482,VEH-04240,2025-04-17,Hyundai,Creta,Ahmedabad,Payment,Abandoned,Mobile App
CHK-05533,CUS-82752,VEH-03245,2026-03-25,Maruti Suzuki,Swift,Gurgaon,Started,Started,Website
CHK-05534,CUS-84917,VEH-02993,2026-11-29,Maruti Suzuki,Brezza,Ahmedabad,Started,Abandoned,Call Center
CHK-05535,CUS-23056,VEH-02962,2026-05-24,Hyundai,Venue,Delhi,Payment,Payment,Website
CHK-05536,CUS-61856,VEH-03502,2026-10-06,MG,Hector,Gurgaon,Started,Started,Call Center
CHK-05537,CUS-53505,VEH-01295,2026-10-22,Hyundai,Venue,Chennai,Started,Started,Mobile App
CHK-05538,CUS-29318,VEH-01017,2026-06-29,Kia,Seltos,Bengaluru,Payment,Payment,Mobile App
CHK-05539,CUS-66022,VEH-02070,2026-04-12,Hyundai,Creta,Hyderabad,Started,Started,Mobile App
CHK-05540,CUS-44874,VEH-04315,2026-04-19,Toyota,Innova Hycross,Gurgaon,Started,Started,Website
CHK-05541,CUS-49789,VEH-01831,2025-04-21,MG,Hector,Mumbai,Started,Started,Mobile App
CHK-05542,CUS-38308,VEH-00853,2025-10-22,Maruti Suzuki,Baleno,Pune,Started,Started,Walk-in
CHK-05543,CUS-87060,VEH-04508,2025-05-25,MG,Hector,Mumbai,Started,Abandoned,Call Center
CHK-05544,CUS-43058,VEH-00639,2026-06-16,Maruti Suzuki,Ertiga,Delhi,Payment,Payment,Website
CHK-05545,CUS-87706,VEH-01087,2026-08-24,Mahindra,Thar,Mumbai,Payment,Payment,Walk-in
CHK-05546,CUS-96644,VEH-03777,2025-06-06,Tata,Punch,Pune,Payment,Abandoned,Website
CHK-05547,CUS-44673,VEH-01411,2026-08-30,Tata,Punch,Bengaluru,Started,Abandoned,Website
CHK-05548,CUS-22753,VEH-03431,2025-10-31,Tata,Nexon,Ahmedabad,Payment,Abandoned,Website
CHK-05549,CUS-91512,VEH-04234,2026-10-21,Maruti Suzuki,Brezza,Delhi,Started,Abandoned,Mobile App
CHK-05550,CUS-88066,VEH-02037,2026-08-26,Maruti Suzuki,Brezza,Chennai,Payment,Payment,Walk-in
CHK-05551,CUS-67492,VEH-03785,2025-04-06,Hyundai,i20,Pune,Started,Abandoned,Call Center
CHK-05552,CUS-85568,VEH-03814,2026-03-05,Skoda,Kushaq,Pune,Payment,Abandoned,Mobile App
CHK-05553,CUS-56631,VEH-02281,2026-08-10,Maruti Suzuki,Swift,Mumbai,Payment,Payment,Mobile App
CHK-05554,CUS-65138,VEH-02340,2025-04-14,Hyundai,Creta,Gurgaon,Started,Started,Website
CHK-05555,CUS-87406,VEH-03556,2025-04-27,MG,Hector,Pune,Payment,Abandoned,Call Center
CHK-05556,CUS-39036,VEH-01665,2026-06-26,Hyundai,Creta,Pune,Payment,Payment,Walk-in
CHK-05557,CUS-40047,VEH-03148,2025-09-24,Tata,Punch,Delhi,Payment,Payment,Mobile App
CHK-05558,CUS-59475,VEH-04158,2025-05-03,MG,Hector,Hyderabad,Started,Abandoned,Mobile App
CHK-05559,CUS-47150,VEH-02814,2026-11-23,Tata,Nexon,Pune,Payment,Payment,Mobile App
CHK-05560,CUS-71333,VEH-01082,2026-01-01,Kia,Seltos,Pune,Payment,Abandoned,Walk-in
CHK-05561,CUS-55802,VEH-04659,2026-10-27,Hyundai,Creta,Pune,Started,Abandoned,Mobile App
CHK-05562,CUS-64614,VEH-01416,2025-07-05,Maruti Suzuki,Swift,Bengaluru,Payment,Payment,Website
CHK-05563,CUS-42591,VEH-02090,2025-05-20,Volkswagen,Virtus,Bengaluru,Started,Abandoned,Mobile App
CHK-05564,CUS-86426,VEH-01654,2025-05-21,Honda,City,Pune,Started,Abandoned,Website
CHK-05565,CUS-97743,VEH-00576,2026-07-08,Mahindra,Scorpio-N,Delhi,Payment,Payment,Mobile App
CHK-05566,CUS-68910,VEH-00706,2025-07-06,Hyundai,Venue,Chennai,Payment,Abandoned,Website
CHK-05567,CUS-81681,VEH-01346,2026-07-13,Tata,Nexon,Delhi,Payment,Abandoned,Mobile App
CHK-05568,CUS-21858,VEH-04050,2025-06-08,Maruti Suzuki,Brezza,Pune,Started,Started,Mobile App
CHK-05569,CUS-21507,VEH-01339,2026-04-13,MG,Hector,Delhi,Payment,Abandoned,Website
CHK-05570,CUS-96973,VEH-03552,2025-07-30,Hyundai,Venue,Pune,Started,Abandoned,Website
CHK-05571,CUS-48111,VEH-02984,2025-01-27,Mahindra,Thar,Gurgaon,Started,Started,Mobile App
CHK-05572,CUS-89968,VEH-01728,2026-10-04,Hyundai,i20,Pune,Payment,Payment,Mobile App
CHK-05573,CUS-84978,VEH-04662,2026-10-13,Mahindra,XUV700,Chennai,Started,Abandoned,Mobile App
CHK-05574,CUS-76658,VEH-04046,2026-12-20,Hyundai,Creta,Delhi,Started,Abandoned,Website
CHK-05575,CUS-24758,VEH-02648,2026-12-03,Mahindra,XUV700,Gurgaon,Payment,Payment,Walk-in
CHK-05576,CUS-50675,VEH-04935,2025-04-30,Honda,City,Delhi,Payment,Payment,Mobile App
CHK-05577,CUS-24592,VEH-00395,2026-03-17,Mahindra,XUV700,Mumbai,Payment,Payment,Mobile App
CHK-05578,CUS-48185,VEH-01364,2025-10-13,Tata,Nexon,Gurgaon,Payment,Payment,Mobile App
CHK-05579,CUS-64297,VEH-00118,2025-12-24,Maruti Suzuki,Ertiga,Bengaluru,Payment,Abandoned,Walk-in
CHK-05580,CUS-47079,VEH-00289,2026-01-28,Hyundai,Creta,Delhi,Started,Abandoned,Walk-in
CHK-05581,CUS-31695,VEH-04819,2025-07-27,Maruti Suzuki,Ertiga,Hyderabad,Payment,Payment,Call Center
CHK-05582,CUS-75360,VEH-03095,2026-12-14,Skoda,Kushaq,Chennai,Payment,Abandoned,Website
CHK-05583,CUS-22653,VEH-00733,2026-05-01,Mahindra,Scorpio-N,Ahmedabad,Payment,Abandoned,Call Center
CHK-05584,CUS-63474,VEH-03260,2026-11-15,Mahindra,Thar,Mumbai,Started,Abandoned,Website
CHK-05585,CUS-42180,VEH-02624,2025-12-05,Mahindra,Thar,Hyderabad,Started,Started,Website
CHK-05586,CUS-88181,VEH-00759,2025-10-01,Hyundai,Creta,Bengaluru,Payment,Payment,Mobile App
CHK-05587,CUS-74892,VEH-03446,2026-02-15,Toyota,Innova Hycross,Bengaluru,Payment,Abandoned,Mobile App
CHK-05588,CUS-31495,VEH-00461,2025-03-22,Maruti Suzuki,Brezza,Ahmedabad,Started,Started,Call Center
CHK-05589,CUS-41588,VEH-02821,2026-07-05,Maruti Suzuki,Baleno,Chennai,Started,Started,Call Center
CHK-05590,CUS-57068,VEH-03014,2025-10-18,Hyundai,Venue,Bengaluru,Started,Abandoned,Website
CHK-05591,CUS-29774,VEH-04393,2026-12-15,Tata,Nexon,Mumbai,Payment,Payment,Walk-in
CHK-05592,CUS-66638,VEH-04042,2025-10-11,Kia,Seltos,Hyderabad,Payment,Payment,Website
CHK-05593,CUS-97324,VEH-04500,2026-10-30,Volkswagen,Virtus,Pune,Started,Abandoned,Call Center
CHK-05594,CUS-74388,VEH-01481,2026-05-22,Hyundai,Creta,Pune,Payment,Abandoned,Mobile App
CHK-05595,CUS-50541,VEH-02331,2025-07-25,Mahindra,Scorpio-N,Hyderabad,Started,Started,Walk-in
CHK-05596,CUS-72677,VEH-00928,2026-07-17,Hyundai,Venue,Bengaluru,Payment,Payment,Walk-in
CHK-05597,CUS-50263,VEH-04834,2026-02-07,Mahindra,XUV700,Bengaluru,Started,Started,Website
CHK-05598,CUS-78609,VEH-01690,2026-11-22,Kia,Seltos,Bengaluru,Started,Started,Mobile App
CHK-05599,CUS-36243,VEH-01504,2026-12-03,Maruti Suzuki,Ertiga,Ahmedabad,Started,Abandoned,Walk-in
CHK-05600,CUS-75568,VEH-00266,2025-04-18,Toyota,Innova Hycross,Mumbai,Started,Started,Website
CHK-05601,CUS-66476,VEH-00498,2025-04-16,Tata,Nexon,Mumbai,Started,Started,Website
CHK-05602,CUS-97543,VEH-01435,2026-09-17,Hyundai,Creta,Ahmedabad,Started,Started,Website
CHK-05603,CUS-33499,VEH-03494,2026-05-23,Tata,Nexon,Ahmedabad,Started,Started,Call Center
CHK-05604,CUS-30982,VEH-02979,2026-05-23,Hyundai,Creta,Mumbai,Payment,Abandoned,Call Center
CHK-05605,CUS-72230,VEH-02403,2026-03-19,Hyundai,Creta,Chennai,Started,Abandoned,Website
CHK-05606,CUS-85666,VEH-04607,2026-03-23,Hyundai,Creta,Bengaluru,Payment,Abandoned,Mobile App
CHK-05607,CUS-98237,VEH-00093,2025-09-13,Hyundai,Creta,Delhi,Payment,Payment,Website
CHK-05608,CUS-20598,VEH-03826,2026-11-17,Tata,Punch,Delhi,Payment,Abandoned,Mobile App
CHK-05609,CUS-71170,VEH-03634,2025-03-30,Maruti Suzuki,Baleno,Gurgaon,Payment,Payment,Walk-in
CHK-05610,CUS-84672,VEH-04401,2026-09-14,Mahindra,Scorpio-N,Delhi,Started,Abandoned,Call Center
CHK-05611,CUS-84737,VEH-04378,2025-08-28,MG,Hector,Bengaluru,Started,Abandoned,Website
CHK-05612,CUS-22146,VEH-03830,2025-07-10,Tata,Punch,Chennai,Started,Abandoned,Walk-in
CHK-05613,CUS-51891,VEH-04844,2026-10-18,Tata,Nexon,Chennai,Payment,Payment,Mobile App
CHK-05614,CUS-37079,VEH-04678,2026-10-31,Tata,Nexon,Bengaluru,Payment,Abandoned,Website
