trade_in_id,customer_id,new_vehicle_id,trade_in_date,trade_in_brand,trade_in_model,trade_in_year,trade_in_mileage,trade_in_value,location
TRD-01222,CUS-04043,VEH-04286,2026-12-20,Tata,Nexon,2021,91471,129000,Hyderabad
TRD-01223,CUS-02076,VEH-03628,2026-04-08,Ford,EcoSport,2017,82006,129000,Ahmedabad
TRD-01224,CUS-03885,VEH-03336,2026-04-05,Maruti Suzuki,Swift,2019,99755,264000,Pune
TRD-01225,CUS-01004,VEH-04677,2025-05-01,Maruti Suzuki,Swift,2021,106315,82000,Pune
TRD-01226,CUS-01076,VEH-02821,2026-07-15,Tata,Tiago,2017,21437,243000,Chennai
TRD-01227,CUS-00001,VEH-04963,2026-01-22,Renault,Kwid,2017,20034,226000,Hyderabad
TRD-01228,CUS-03787,VEH-02251,2026-04-19,Mahindra,XUV500,2018,63483,83000,Chennai
TRD-01229,CUS-01998,VEH-00238,2026-08-02,Honda,Amaze,2020,140331,308000,Gurgaon
TRD-01230,CUS-01803,VEH-04851,2026-01-08,Ford,EcoSport,2023,111398,181000,Gurgaon
TRD-01231,CUS-02896,VEH-04714,2026-05-18,Honda,City,2014,23522,95000,Ahmedabad
TRD-01232,CUS-01032,VEH-03835,2026-12-18,Maruti Suzuki,Swift,2012,70336,46000,Mumbai
TRD-01233,CUS-04898,VEH-03068,2026-12-17,Toyota,Innova,2012,126346,111000,Chennai
TRD-01234,CUS-02435,VEH-02400,2025-05-05,Maruti Suzuki,Dzire,2023,129115,339000,Pune
TRD-01235,CUS-02143,VEH-02177,2025-08-13,Honda,Amaze,2021,28293,322000,Mumbai
TRD-01236,CUS-01991,VEH-00654,2025-07-12,Ford,EcoSport,2014,127230,53000,Mumbai
TRD-01237,CUS-02733,VEH-01472,2026-12-03,Maruti Suzuki,Dzire,2014,124919,57000,Mumbai
TRD-01238,CUS-03183,VEH-00412,2025-11-03,Tata,Nexon,2022,130230,206000,Gurgaon
TRD-01239,CUS-04495,VEH-02928,2026-10-31,Renault,Kwid,2014,101363,77000,Delhi
TRD-01240,CUS-00968,VEH-04510,2026-07-17,Hyundai,i20,2016,114763,66000,Bengaluru
TRD-01241,CUS-03571,VEH-04763,2025-09-29,Hyundai,Venue,2012,37485,69000,Pune
TRD-01242,CUS-02342,VEH-04217,2026-08-30,Renault,Kwid,2023,25304,164000,Mumbai
TRD-01243,CUS-04325,VEH-00709,2026-05-01,Maruti Suzuki,Dzire,2015,34962,82000,Mumbai
TRD-01244,CUS-00415,VEH-03429,2025-05-15,Hyundai,Creta,2022,106090,239000,Bengaluru
TRD-01245,CUS-03984,VEH-00514,2026-10-03,Honda,Amaze,2012,101977,108000,Ahmedabad
TRD-01246,CUS-01554,VEH-01116,2026-01-12,Ford,EcoSport,2015,61994,68000,Gurgaon
TRD-01247,CUS-02750,VEH-03648,2026-10-10,Tata,Nexon,2013,101390,87000,Bengaluru
TRD-01248,CUS-02638,VEH-04960,2026-10-06,Honda,City,2023,109269,253000,Delhi
TRD-01249,CUS-04925,VEH-00099,2025-03-01,Tata,Tiago,2018,55470,288000,Mumbai
TRD-01250,CUS-01434,VEH-01071,2026-07-17,Tata,Tiago,2021,140413,179000,Bengaluru
TRD-01251,CUS-01250,VEH-00645,2025-12-18,Honda,City,2012,90329,45000,Ahmedabad
TRD-01252,CUS-02258,VEH-01640,2026-02-01,Maruti Suzuki,Swift,2021,25045,284000,Mumbai
TRD-01253,CUS-04566,VEH-02093,2025-09-18,Hyundai,Venue,2018,25176,303000,Ahmedabad
TRD-01254,CUS-03243,VEH-01695,2025-10-19,Hyundai,Venue,2013,112544,95000,Chennai
TRD-01255,CUS-00962,VEH-03204,2025-07-16,Ford,EcoSport,2014,73233,132000,Mumbai
TRD-01256,CUS-02454,VEH-04679,2026-07-12,Renault,Kwid,2015,74272,62000,Hyderabad
TRD-01257,CUS-03836,VEH-02509,2025-08-28,Renault,Kwid,2021,105623,321000,Mumbai
TRD-01258,CUS-01664,VEH-01805,2026-06-04,Toyota,Innova,2019,43622,189000,Pune
TRD-01259,CUS-03439,VEH-04427,2026-06-04,Ford,EcoSport,2016,43460,103000,Delhi
TRD-01260,CUS-00621,VEH-00198,2026-11-26,Maruti Suzuki,Dzire,2016,74646,83000,Delhi
TRD-01261,CUS-03010,VEH-03665,2025-05-22,Hyundai,i20,2020,129954,157000,Bengaluru
TRD-01262,CUS-03870,VEH-01246,2025-11-20,Renault,Kwid,2013,43801,114000,Mumbai
TRD-01263,CUS-01171,VEH-00161,2026-06-27,Hyundai,i20,2023,39409,422000,Gurgaon
TRD-01264,CUS-04150,VEH-00933,2025-05-04,Kia,Seltos,2012,68434,130000,Ahmedabad
TRD-01265,CUS-01162,VEH-03290,2026-05-07,Renault,Kwid,2021,130957,110000,Hyderabad
TRD-01266,CUS-01857,VEH-00234,2025-05-01,Mahindra,XUV500,2013,54424,56000,Hyderabad
TRD-01267,CUS-00067,VEH-01963,2026-08-25,Hyundai,i20,2016,62353,95000,Delhi
TRD-01268,CUS-00583,VEH-00698,2025-04-09,Hyundai,i20,2016,124295,121000,Bengaluru
TRD-01269,CUS-02331,VEH-02432,2026-06-21,Maruti Suzuki,Swift,2020,105207,169000,Bengaluru
TRD-01270,CUS-03213,VEH-03568,2025-11-18,Hyundai,Venue,2023,102425,113000,Ahmedabad
TRD-01271,CUS-01967,VEH-01757,2025-08-26,Hyundai,i20,2023,144539,194000,Gurgaon
TRD-01272,CUS-04718,VEH-03682,2025-11-05,Tata,Tiago,2016,32802,115000,Gurgaon
TRD-01273,CUS-02007,VEH-00991,2026-05-06,Toyota,Innova,2017,90458,127000,Mumbai
TRD-01274,CUS-02043,VEH-03401,2026-11-01,Tata,Tiago,2020,102401,243000,Pune
TRD-01275,CUS-00233,VEH-00076,2026-04-10,Maruti Suzuki,Dzire,2023,136704,107000,Chennai
TRD-01276,CUS-02119,VEH-01731,2026-10-02,Renault,Kwid,2012,93930,100000,Delhi
TRD-01277,CUS-03953,VEH-03649,2025-06-05,Honda,Amaze,2021,63294,400000,Mumbai
TRD-01278,CUS-01678,VEH-03473,2025-07-22,Hyundai,i20,2017,123987,76000,Gurgaon
TRD-01279,CUS-03288,VEH-04575,2026-06-12,Ford,EcoSport,2023,107247,95000,Delhi
TRD-01280,CUS-01916,VEH-02883,2025-07-25,Maruti Suzuki,Swift,2020,73229,314000,Chennai
TRD-01281,CUS-01965,VEH-00289,2026-03-05,Honda,City,2020,126239,250000,Delhi
TRD-01282,CUS-00123,VEH-03361,2025-06-25,Honda,City,2019,112253,134000,Delhi
TRD-01283,CUS-03557,VEH-00851,2025-04-17,Maruti Suzuki,Dzire,2016,89789,151000,Pune
TRD-01284,CUS-02650,VEH-04886,2025-07-03,Tata,Nexon,2017,23418,214000,Delhi
TRD-01285,CUS-04930,VEH-04056,2026-02-17,Kia,Seltos,2014,105106,109000,Delhi
TRD-01286,CUS-02553,VEH-03311,2025-11-04,Toyota,Innova,2022,18088,380000,Mumbai
TRD-01287,CUS-03138,VEH-00136,2025-08-24,Toyota,Innova,2014,106799,76000,Pune
TRD-01288,CUS-02629,VEH-00980,2025-11-08,Maruti Suzuki,Dzire,2013,115779,84000,Mumbai
TRD-01289,CUS-02423,VEH-04465,2025-01-30,Tata,Nexon,2014,103635,45000,Hyderabad
TRD-01290,CUS-04669,VEH-04663,2025-10-06,Mahindra,XUV500,2018,76418,245000,Bengaluru
TRD-01291,CUS-03924,VEH-03250,2025-07-16,Mahindra,XUV500,2021,126449,111000,Mumbai
TRD-01292,CUS-02615,VEH-00571,2026-06-08,Kia,Seltos,2018,57612,95000,Delhi
TRD-01293,CUS-02038,VEH-02584,2026-03-31,Hyundai,Venue,2015,73613,72000,Chennai
TRD-01294,CUS-01639,VEH-03642,2026-12-19,Toyota,Innova,2017,117579,79000,Delhi
TRD-01295,CUS-02301,VEH-00452,2025-03-31,Honda,Amaze,2016,129456,76000,Chennai
TRD-01296,CUS-03890,VEH-01342,2026-04-23,Mahindra,XUV500,2013,56657,108000,Ahmedabad
TRD-01297,CUS-01445,VEH-03656,2025-12-30,Toyota,Innova,2012,109159,94000,Chennai
TRD-01298,CUS-00167,VEH-01276,2026-12-19,Hyundai,i20,2023,52929,241000,Mumbai
TRD-01299,CUS-02068,VEH-03798,2025-09-04,Maruti Suzuki,Swift,2021,26514,397000,Ahmedabad
TRD-01300,CUS-03690,VEH-00426,2026-03-22,Hyundai,Creta,2015,103268,85000,Mumbai
TRD-01301,CUS-00786,VEH-02157,2026-01-09,Maruti Suzuki,Dzire,2023,42423,443000,Bengaluru
TRD-01302,CUS-02562,VEH-03816,2026-07-28,Hyundai,i20,2023,130710,264000,Gurgaon
TRD-01303,CUS-04559,VEH-03207,2025-06-26,Honda,City,2019,89961,103000,Delhi
TRD-01304,CUS-03775,VEH-01921,2026-10-14,Mahindra,XUV500,2022,105554,232000,Ahmedabad
TRD-01305,CUS-03991,VEH-00106,2025-10-20,Hyundai,Creta,2018,100215,66000,Chennai
TRD-01306,CUS-02335,VEH-03883,2026-12-10,Mahindra,XUV500,2023,21920,207000,Mumbai
TRD-01307,CUS-01040,VEH-01602,2026-12-16,Ford,EcoSport,2012,113910,45000,Pune
TRD-01308,CUS-00456,VEH-04117,2026-01-14,Honda,City,2016,86643,141000,Pune
TRD-01309,CUS-03871,VEH-01876,2026-05-12,Mahindra,XUV500,2016,141528,55000,Ahmedabad
TRD-01310,CUS-03535,VEH-02449,2025-12-29,Hyundai,Creta,2019,58290,102000,Bengaluru
TRD-01311,CUS-04520,VEH-03266,2025-02-17,Maruti Suzuki,Swift,2016,51577,75000,Mumbai
TRD-01312,CUS-02565,VEH-02402,2025-07-21,Toyota,Innova,2012,104231,91000,Delhi
TRD-01313,CUS-04030,VEH-03677,2026-11-25,Hyundai,Venue,2023,27356,285000,Hyderabad
TRD-01314,CUS-02246,VEH-00463,2026-10-31,Maruti Suzuki,Swift,2016,92506,93000,Hyderabad
TRD-01315,CUS-04488,VEH-00873,2026-02-24,Tata,Nexon,2016,25418,80000,Chennai
TRD-01316,CUS-04209,VEH-02489,2026-09-04,Hyundai,i20,2013,25732,48000,Mumbai
TRD-01317,CUS-02400,VEH-04876,2026-12-19,Mahindra,XUV500,2016,107791,48000,Mumbai
TRD-01318,CUS-02797,VEH-04915,2026-09-29,Honda,Amaze,2017,121002,95000,Gurgaon
TRD-01319,CUS-01871,VEH-03000,2025-11-05,Ford,EcoSport,2020,85313,232000,Gurgaon
TRD-01320,CUS-03621,VEH-04746,2026-01-23,Tata,Nexon,2012,119025,110000,Ahmedabad
TRD-01321,CUS-04922,VEH-00841,2026-12-18,Honda,Amaze,2022,33173,217000,Mumbai
TRD-01322,CUS-00371,VEH-04705,2026-06-07,Honda,City,2020,47877,148000,Pune
TRD-01323,CUS-01467,VEH-01130,2025-06-02,Honda,Amaze,2018,20755,241000,Delhi
TRD-01324,CUS-01157,VEH-04752,2025-11-16,Maruti Suzuki,Dzire,2016,112290,137000,Bengaluru
TRD-01325,CUS-00498,VEH-03613,2026-07-22,Mahindra,XUV500,2014,26524,92000,Mumbai
TRD-01326,CUS-03164,VEH-04458,2025-05-11,Hyundai,Creta,2018,33054,233000,Gurgaon
TRD-01327,CUS-03970,VEH-03940,2026-01-23,Maruti Suzuki,Dzire,2013,28390,79000,Delhi
TRD-01328,CUS-00800,VEH-02474,2025-02-06,Toyota,Innova,2023,79719,285000,Delhi
TRD-01329,CUS-03706,VEH-00352,2026-12-18,Honda,Amaze,2021,43271,193000,Pune
TRD-01330,CUS-04691,VEH-02493,2025-06-18,Maruti Suzuki,Swift,2018,31767,229000,Bengaluru
TRD-01331,CUS-00538,VEH-02298,2026-02-12,Maruti Suzuki,Swift,2022,51391,270000,Ahmedabad
TRD-01332,CUS-01961,VEH-00595,2025-04-02,Honda,Amaze,2017,46239,80000,Chennai
TRD-01333,CUS-02364,VEH-00903,2025-03-22,Tata,Tiago,2015,83439,68000,Gurgaon
TRD-01334,CUS-02972,VEH-03904,2025-09-19,Tata,Tiago,2014,60193,90000,Pune
TRD-01335,CUS-01995,VEH-02552,2025-03-14,Ford,EcoSport,2023,41173,158000,Gurgaon
TRD-01336,CUS-03799,VEH-02985,2025-07-18,Hyundai,Creta,2020,75272,314000,Pune
TRD-01337,CUS-01404,VEH-00351,2026-03-01,Hyundai,i20,2017,118368,108000,Chennai
TRD-01338,CUS-04055,VEH-02590,2025-11-22,Maruti Suzuki,Dzire,2022,19957,308000,Mumbai
TRD-01339,CUS-04845,VEH-03315,2025-11-30,Renault,Kwid,2013,127202,48000,Pune
TRD-01340,CUS-02811,VEH-03487,2026-06-29,Ford,EcoSport,2016,119265,46000,Mumbai
TRD-01341,CUS-04288,VEH-00456,2026-12-04,Kia,Seltos,2022,84200,223000,Gurgaon
TRD-01342,CUS-02470,VEH-04205,2026-09-10,Toyota,Innova,2021,77201,180000,Mumbai
TRD-01343,CUS-03977,VEH-00825,2026-04-29,Toyota,Innova,2022,42213,467000,Pune
TRD-01344,CUS-04935,VEH-04892,2025-11-27,Toyota,Innova,2016,114073,117000,Ahmedabad
TRD-01345,CUS-01851,VEH-00235,2025-08-26,Toyota,Innova,2016,99608,134000,Mumbai
TRD-01346,CUS-00923,VEH-02429,2026-04-26,Hyundai,Venue,2016,110758,45000,Gurgaon
TRD-01347,CUS-04184,VEH-04284,2026-09-11,Tata,Nexon,2016,102511,134000,Bengaluru
TRD-01348,CUS-03411,VEH-02597,2026-03-31,Ford,EcoSport,2018,99966,229000,Gurgaon
TRD-01349,CUS-01981,VEH-03349,2026-08-11,Honda,City,2020,26198,127000,Ahmedabad
TRD-01350,CUS-01083,VEH-01898,2026-12-19,Honda,Amaze,2013,142806,51000,Ahmedabad
TRD-01351,CUS-03904,VEH-00905,2026-02-09,Tata,Tiago,2014,125373,51000,Bengaluru
TRD-01352,CUS-02313,VEH-02522,2025-06-07,Tata,Nexon,2019,79701,186000,Mumbai
TRD-01353,CUS-01258,VEH-01162,2025-10-28,Tata,Tiago,2019,84531,82000,Pune
TRD-01354,CUS-02156,VEH-01877,2025-06-03,Hyundai,Creta,2023,134754,271000,Chennai
TRD-01355,CUS-01654,VEH-02837,2025-12-10,Hyundai,Creta,2021,121858,228000,Hyderabad
TRD-01356,CUS-01557,VEH-03347,2025-12-01,Ford,EcoSport,2015,43034,127000,Mumbai
TRD-01357,CUS-02955,VEH-02068,2026-03-24,Tata,Tiago,2021,41385,239000,Bengaluru
TRD-01358,CUS-03342,VEH-00394,2026-08-24,Mahindra,XUV500,2015,121737,85000,Bengaluru
TRD-01359,CUS-03656,VEH-03367,2025-03-29,Ford,EcoSport,2018,102270,54000,Mumbai
TRD-01360,CUS-04465,VEH-00344,2025-08-06,Toyota,Innova,2014,95284,57000,Pune
TRD-01361,CUS-04447,VEH-00398,2026-10-14,Tata,Nexon,2022,128448,131000,Bengaluru
TRD-01362,CUS-00191,VEH-00400,2026-05-27,Hyundai,Creta,2018,142663,204000,Bengaluru
TRD-01363,CUS-03141,VEH-00488,2025-10-08,Maruti Suzuki,Dzire,2012,90702,45000,Mumbai
TRD-01364,CUS-03528,VEH-04051,2026-07-12,Kia,Seltos,2012,115292,58000,Mumbai
TRD-01365,CUS-03229,VEH-04593,2025-06-04,Mahindra,XUV500,2019,69259,180000,Bengaluru
TRD-01366,CUS-02849,VEH-04084,2025-10-09,Maruti Suzuki,Swift,2020,72712,185000,Pune
TRD-01367,CUS-02382,VEH-01397,2026-01-21,Kia,Seltos,2021,102957,100000,Pune
TRD-01368,CUS-03742,VEH-03375,2025-01-27,Ford,EcoSport,2018,102248,171000,Delhi
TRD-01369,CUS-03289,VEH-03384,2025-05-06,Ford,EcoSport,2017,64428,65000,Delhi
TRD-01370,CUS-04212,VEH-02252,2025-10-23,Honda,Amaze,2012,106968,45000,Chennai
TRD-01371,CUS-00774,VEH-03999,2025-03-11,Maruti Suzuki,Swift,2018,100016,112000,Hyderabad
TRD-01372,CUS-01511,VEH-01102,2026-01-19,Ford,EcoSport,2023,95403,141000,Hyderabad
TRD-01373,CUS-00484,VEH-04625,2026-12-18,Honda,Amaze,2018,139651,166000,Delhi
TRD-01374,CUS-00924,VEH-00305,2025-08-25,Kia,Seltos,2021,116147,123000,Chennai
TRD-01375,CUS-02256,VEH-04816,2026-01-10,Honda,City,2015,72759,106000,Delhi
TRD-01376,CUS-02093,VEH-01802,2026-05-19,Maruti Suzuki,Swift,2023,41600,177000,Pune
TRD-01377,CUS-03994,VEH-03322,2025-09-17,Tata,Tiago,2018,30086,133000,Hyderabad
TRD-01378,CUS-03779,VEH-00937,2026-03-10,Renault,Kwid,2022,84159,310000,Pune
TRD-01379,CUS-04103,VEH-00310,2025-09-29,Hyundai,Creta,2015,72140,89000,Bengaluru
TRD-01380,CUS-01219,VEH-03071,2026-02-22,Hyundai,Venue,2014,127783,99000,Pune
TRD-01381,CUS-00336,VEH-04911,2026-08-06,Kia,Seltos,2023,30265,538000,Mumbai
TRD-01382,CUS-01444,VEH-04931,2026-11-18,Tata,Nexon,2019,61626,93000,Bengaluru
TRD-01383,CUS-02101,VEH-01536,2025-08-24,Mahindra,XUV500,2012,54579,153000,Bengaluru
TRD-01384,CUS-03173,VEH-00292,2026-02-04,Honda,Amaze,2022,132137,140000,Hyderabad
TRD-01385,CUS-01611,VEH-01628,2026-06-03,Tata,Tiago,2017,102492,97000,Bengaluru
TRD-01386,CUS-03705,VEH-01279,2025-03-21,Maruti Suzuki,Swift,2023,88566,367000,Bengaluru
TRD-01387,CUS-02607,VEH-03050,2026-02-01,Hyundai,Venue,2021,25718,406000,Mumbai
TRD-01388,CUS-00854,VEH-04803,2026-12-05,Tata,Tiago,2016,90773,170000,Pune
TRD-01389,CUS-00268,VEH-02231,2026-06-14,Tata,Nexon,2019,142717,149000,Gurgaon
TRD-01390,CUS-04907,VEH-01074,2026-01-08,Honda,Amaze,2013,134471,64000,Delhi
TRD-01391,CUS-00518,VEH-04688,2026-01-25,Ford,EcoSport,2019,55284,164000,Ahmedabad
TRD-01392,CUS-03307,VEH-01736,2025-04-30,Tata,Tiago,2012,85911,62000,Mumbai
TRD-01393,CUS-03436,VEH-02383,2026-04-11,Hyundai,Creta,2012,117949,61000,Gurgaon
TRD-01394,CUS-04872,VEH-04840,2025-03-31,Maruti Suzuki,Dzire,2012,33161,97000,Bengaluru
TRD-01395,CUS-02542,VEH-02829,2026-05-24,Mahindra,XUV500,2014,123146,100000,Bengaluru
TRD-01396,CUS-04658,VEH-03306,2025-04-13,Hyundai,Venue,2016,136833,112000,Bengaluru
TRD-01397,CUS-03923,VEH-03478,2025-05-13,Mahindra,XUV500,2021,21222,433000,Ahmedabad
TRD-01398,CUS-00237,VEH-00631,2026-07-13,Honda,Amaze,2019,110313,179000,Hyderabad
TRD-01399,CUS-00338,VEH-02229,2026-10-17,Tata,Nexon,2018,29058,87000,Bengaluru
TRD-01400,CUS-01560,VEH-04498,2025-12-12,Tata,Tiago,2018,52174,201000,Delhi
TRD-01401,CUS-03681,VEH-00399,2026-09-18,Kia,Seltos,2012,54791,106000,Delhi
TRD-01402,CUS-03032,VEH-02628,2025-06-30,Ford,EcoSport,2022,110548,128000,Bengaluru
TRD-01403,CUS-02271,VEH-02293,2025-07-10,Mahindra,XUV500,2014,34402,147000,Chennai
TRD-01404,CUS-04696,VEH-00284,2025-07-30,Ford,EcoSport,2019,35332,147000,Mumbai
TRD-01405,CUS-01503,VEH-00652,2025-12-23,Maruti Suzuki,Swift,2017,53201,132000,Gurgaon
TRD-01406,CUS-02718,VEH-03772,2025-02-26,Ford,EcoSport,2018,20533,218000,Gurgaon
TRD-01407,CUS-01126,VEH-02847,2025-09-28,Toyota,Innova,2018,64622,128000,Chennai
TRD-01408,CUS-02472,VEH-00275,2025-04-19,Ford,EcoSport,2020,95037,285000,Delhi
TRD-01409,CUS-04530,VEH-02644,2026-05-24,Renault,Kwid,2018,136387,135000,Pune
TRD-01410,CUS-00994,VEH-02685,2025-03-10,Mahindra,XUV500,2021,76954,286000,Ahmedabad
TRD-01411,CUS-03952,VEH-00773,2025-12-16,Kia,Seltos,2013,87761,64000,Chennai
TRD-01412,CUS-04021,VEH-04293,2025-05-26,Honda,City,2020,75788,136000,Bengaluru
TRD-01413,CUS-04679,VEH-03559,2026-01-10,Honda,City,2016,51425,124000,Gurgaon
TRD-01414,CUS-00707,VEH-03944,2025-11-29,Mahindra,XUV500,2022,118696,207000,Gurgaon
TRD-01415,CUS-00153,VEH-03503,2025-06-07,Mahindra,XUV500,2022,22849,176000,Bengaluru
TRD-01416,CUS-01262,VEH-01755,2026-11-14,Hyundai,Creta,2017,75456,133000,Mumbai
TRD-01417,CUS-02284,VEH-00561,2026-08-11,Tata,Tiago,2021,58102,384000,Mumbai
TRD-01418,CUS-02389,VEH-03134,2026-04-09,Renault,Kwid,2015,31721,93000,Bengaluru
TRD-01419,CUS-02800,VEH-01924,2025-08-24,Mahindra,XUV500,2016,41556,59000,Bengaluru
TRD-01420,CUS-02057,VEH-04835,2026-01-21,Maruti Suzuki,Swift,2014,55422,77000,Chennai
TRD-01421,CUS-03558,VEH-03106,2025-10-18,Mahindra,XUV500,2019,88414,154000,Hyderabad
TRD-01422,CUS-03390,VEH-00642,2026-05-04,Honda,City,2018,112954,142000,Chennai
TRD-01423,CUS-01532,VEH-02306,2026-04-16,Hyundai,i20,2013,117024,104000,Ahmedabad
TRD-01424,CUS-04535,VEH-04564,2026-01-01,Maruti Suzuki,Swift,2020,140077,221000,Delhi
TRD-01425,CUS-02519,VEH-03056,2025-07-24,Maruti Suzuki,Swift,2018,141918,158000,Pune
TRD-01426,CUS-04814,VEH-04618,2025-06-11,Kia,Seltos,2019,83803,205000,Gurgaon
TRD-01427,CUS-00469,VEH-01336,2025-09-28,Honda,Amaze,2018,65255,121000,Bengaluru
TRD-01428,CUS-02571,VEH-02658,2025-04-12,Hyundai,Venue,2020,125215,188000,Gurgaon
TRD-01429,CUS-01606,VEH-02946,2026-12-18,Maruti Suzuki,Swift,2022,104380,253000,Mumbai
TRD-01430,CUS-04596,VEH-02460,2025-10-01,Maruti Suzuki,Swift,2023,48482,473000,Mumbai
TRD-01431,CUS-03972,VEH-00621,2025-10-25,Hyundai,Venue,2020,133812,176000,Hyderabad
TRD-01432,CUS-02534,VEH-00089,2026-01-16,Tata,Nexon,2021,117023,154000,Bengaluru
TRD-01433,CUS-04036,VEH-01811,2025-12-01,Honda,City,2021,87606,116000,Pune
TRD-01434,CUS-02967,VEH-02421,2026-11-13,Ford,EcoSport,2018,122026,118000,Gurgaon
TRD-01435,CUS-00450,VEH-03528,2026-12-19,Hyundai,Creta,2023,134947,138000,Hyderabad
TRD-01436,CUS-00497,VEH-03481,2025-07-05,Hyundai,Venue,2012,80832,130000,Mumbai
TRD-01437,CUS-04547,VEH-03644,2026-10-27,Renault,Kwid,2013,98998,92000,Bengaluru
TRD-01438,CUS-00796,VEH-03753,2026-11-21,Ford,EcoSport,2019,85683,82000,Pune
TRD-01439,CUS-03186,VEH-02809,2026-11-30,Maruti Suzuki,Swift,2020,111164,191000,Bengaluru
TRD-01440,CUS-01299,VEH-00965,2026-08-04,Honda,City,2017,27232,124000,Bengaluru
TRD-01441,CUS-01621,VEH-04466,2025-04-01,Kia,Seltos,2022,115500,259000,Bengaluru
TRD-01442,CUS-01515,VEH-04110,2026-07-08,Maruti Suzuki,Dzire,2020,45359,406000,Chennai
TRD-01443,CUS-02130,VEH-00837,2026-12-09,Hyundai,Creta,2020,32162,403000,Gurgaon
TRD-01444,CUS-02172,VEH-01428,2026-05-19,Renault,Kwid,2023,58313,432000,Mumbai
TRD-01445,CUS-03803,VEH-04535,2026-05-25,Maruti Suzuki,Swift,2019,123220,148000,Mumbai
TRD-01446,CUS-01089,VEH-03387,2026-10-06,Hyundai,i20,2012,125581,91000,Mumbai
TRD-01447,CUS-03772,VEH-00957,2025-05-16,Maruti Suzuki,Swift,2022,111190,325000,Hyderabad
TRD-01448,CUS-01600,VEH-04731,2026-03-12,Tata,Tiago,2019,131660,167000,Chennai
TRD-01449,CUS-03283,VEH-04036,2026-07-06,Renault,Kwid,2017,42918,254000,Bengaluru
TRD-01450,CUS-00163,VEH-03511,2026-03-04,Renault,Kwid,2022,100875,126000,Ahmedabad
TRD-01451,CUS-02524,VEH-01543,2025-01-14,Tata,Nexon,2019,45391,299000,Gurgaon
TRD-01452,CUS-02260,VEH-01617,2025-06-26,Maruti Suzuki,Dzire,2016,41693,202000,Chennai
TRD-01453,CUS-00520,VEH-02827,2026-04-21,Honda,City,2013,64699,121000,Bengaluru
TRD-01454,CUS-02183,VEH-04512,2026-01-29,Hyundai,i20,2021,59417,400000,Delhi
TRD-01455,CUS-01008,VEH-03654,2025-09-30,Ford,EcoSport,2013,102051,119000,Gurgaon
TRD-01456,CUS-03704,VEH-00845,2026-09-09,Renault,Kwid,2023,38481,342000,Delhi
TRD-01457,CUS-04841,VEH-04940,2026-01-10,Tata,Nexon,2016,89522,64000,Pune
TRD-01458,CUS-01592,VEH-03573,2025-11-06,Hyundai,i20,2023,76930,462000,Pune
TRD-01459,CUS-01394,VEH-00332,2025-11-08,Maruti Suzuki,Swift,2018,26954,259000,Bengaluru
TRD-01460,CUS-03038,VEH-01553,2026-05-08,Maruti Suzuki,Swift,2013,82566,50000,Mumbai
TRD-01461,CUS-03862,VEH-00574,2026-08-06,Honda,City,2012,135722,45000,Chennai
TRD-01462,CUS-01152,VEH-00906,2026-06-05,Kia,Seltos,2014,60913,137000,Delhi
TRD-01463,CUS-01940,VEH-01606,2026-02-27,Toyota,Innova,2022,61260,397000,Bengaluru
TRD-01464,CUS-00223,VEH-01864,2026-03-18,Tata,Tiago,2020,50690,392000,Bengaluru
TRD-01465,CUS-03711,VEH-04700,2026-07-19,Tata,Tiago,2019,68125,180000,Delhi
TRD-01466,CUS-01085,VEH-02437,2025-08-18,Hyundai,Venue,2016,141063,61000,Gurgaon
TRD-01467,CUS-02161,VEH-04495,2025-03-26,Maruti Suzuki,Dzire,2015,77205,45000,Mumbai
TRD-01468,CUS-00025,VEH-01603,2025-12-12,Hyundai,Creta,2022,120476,334000,Delhi
TRD-01469,CUS-01333,VEH-02963,2025-11-02,Renault,Kwid,2022,119123,251000,Hyderabad
TRD-01470,CUS-02550,VEH-00436,2025-12-12,Hyundai,Venue,2022,67338,333000,Delhi
TRD-01471,CUS-04870,VEH-02520,2026-12-02,Tata,Tiago,2017,117830,144000,Bengaluru
TRD-01472,CUS-04550,VEH-04437,2026-08-09,Honda,City,2012,48718,157000,Bengaluru
TRD-01473,CUS-01388,VEH-00244,2026-06-21,Renault,Kwid,2021,50348,422000,Gurgaon
TRD-01474,CUS-01802,VEH-03600,2026-02-10,Honda,Amaze,2021,64927,230000,Hyderabad
TRD-01475,CUS-03117,VEH-01308,2025-02-13,Honda,City,2022,141089,194000,Hyderabad
TRD-01476,CUS-04986,VEH-03004,2026-09-30,Toyota,Innova,2021,52341,139000,Hyderabad
TRD-01477,CUS-00826,VEH-04215,2025-03-05,Honda,Amaze,2016,134056,159000,Hyderabad
TRD-01478,CUS-00648,VEH-04966,2026-10-16,Honda,Amaze,2020,132860,70000,Pune
TRD-01479,CUS-04920,VEH-01144,2026-08-22,Hyundai,Creta,2023,103859,342000,Chennai
TRD-01480,CUS-03767,VEH-01549,2025-10-19,Toyota,Innova,2021,39545,159000,Gurgaon
TRD-01481,CUS-02381,VEH-00862,2026-04-28,Honda,City,2015,85035,107000,Pune
TRD-01482,CUS-01119,VEH-02833,2026-04-24,Hyundai,i20,2020,77079,278000,Ahmedabad
TRD-01483,CUS-04350,VEH-04672,2026-03-11,Hyundai,Creta,2015,53575,95000,Bengaluru
