vehicle_id,brand,model,variant,fuel_type,location,dealer_id,stock_date,stock_status,listed_price
VEH-02706,Maruti Suzuki,Brezza,ZXI,Petrol,Mumbai,DLR-MUM-02,2025-06-26,Sold,1060000
VEH-02707,Tata,Punch,Adventure,Petrol,Mumbai,DLR-MUM-03,2026-05-02,Sold,853000
VEH-02708,Mahindra,Scorpio-N,Z8L,Diesel,Mumbai,DLR-MUM-02,2026-04-30,Sold,2000000
VEH-02709,Hyundai,Venue,S,Petrol,Bengaluru,DLR-BLR-03,2025-12-30,Sold,1101000
VEH-02710,Hyundai,i20,Asta,Petrol,Delhi,DLR-DEL-02,2026-03-05,Sold,781000
VEH-02711,Mahindra,Scorpio-N,Z8L,Diesel,Bengaluru,DLR-BLR-02,2025-12-30,Sold,2351000
VEH-02712,Mahindra,Thar,LX,Diesel,Gurgaon,DLR-GGN-02,2025-01-21,Sold,1627000
VEH-02713,Maruti Suzuki,Brezza,ZXI,Petrol,Chennai,DLR-CHN-02,2026-01-19,Sold,992000
VEH-02714,Hyundai,Creta,SX,Petrol,Chennai,DLR-CHN-02,2026-07-27,Sold,1666000
VEH-02715,Mahindra,XUV700,AX7,Diesel,Chennai,DLR-CHN-03,2026-06-01,Sold,2340000
VEH-02716,Kia,Seltos,HTX,Petrol,Pune,DLR-PUN-01,2025-06-15,Sold,1446000
VEH-02717,Mahindra,XUV700,AX7,Diesel,Gurgaon,DLR-GGN-02,2025-02-18,Sold,2565000
VEH-02718,Hyundai,Venue,S,Petrol,Gurgaon,DLR-GGN-02,2025-09-14,Sold,1083000
VEH-02719,BMW,3 Series,330Li,Petrol,Hyderabad,DLR-HYD-01,2025-04-15,Sold,4914000
VEH-02720,Tata,Tiago,XZ+,Petrol,Mumbai,DLR-MUM-02,2026-03-26,Sold,632000
VEH-02721,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-03,2025-03-18,Sold,803000
VEH-02722,Skoda,Kushaq,Style,Petrol,Chennai,DLR-CHN-01,2025-06-05,Sold,1596000
VEH-02723,Tata,Punch,Adventure,Petrol,Delhi,DLR-DEL-02,2025-09-10,Sold,807000
VEH-02724,Tata,Punch,Adventure,Petrol,Chennai,DLR-CHN-02,2026-07-26,Sold,789000
VEH-02725,Tata,Tiago,XZ+,Petrol,Mumbai,DLR-MUM-01,2025-11-19,Sold,652000
VEH-02726,Honda,City,ZX,Petrol,Delhi,DLR-DEL-01,2025-07-09,Sold,1444000
VEH-02727,Tata,Nexon,Fearless+,Electric,Delhi,DLR-DEL-02,2025-07-24,Sold,1836000
VEH-02728,Skoda,Kushaq,Style,Petrol,Mumbai,DLR-MUM-03,2025-01-25,Sold,1433000
VEH-02729,Maruti Suzuki,Baleno,Zeta,Petrol,Bengaluru,DLR-BLR-02,2026-05-15,Sold,732000
VEH-02730,Kia,Seltos,HTX,Petrol,Pune,DLR-PUN-03,2026-01-19,Sold,1288000
VEH-02731,Tata,Punch,Adventure,Petrol,Gurgaon,DLR-GGN-02,2026-07-07,Sold,891000
VEH-02732,Hyundai,Creta,SX,Petrol,Bengaluru,DLR-BLR-01,2025-03-20,Sold,1669000
VEH-02733,Maruti Suzuki,Baleno,Zeta,Petrol,Delhi,DLR-DEL-01,2026-06-30,Sold,760000
VEH-02734,Mahindra,Thar,LX,Diesel,Ahmedabad,DLR-AMD-01,2026-08-12,Sold,1899000
VEH-02735,Tata,Punch,Adventure,Petrol,Gurgaon,DLR-GGN-01,2026-03-19,Sold,781000
VEH-02736,Tata,Nexon,Fearless+,Electric,Ahmedabad,DLR-AMD-01,2026-10-30,Sold,1659000
VEH-02737,Maruti Suzuki,Swift,VXI,Petrol,Hyderabad,DLR-HYD-02,2026-04-11,Sold,784000
VEH-02738,Mahindra,Scorpio-N,Z8L,Diesel,Chennai,DLR-CHN-02,2025-01-23,Sold,2101000
VEH-02739,Tata,Punch,Adventure,Petrol,Pune,DLR-PUN-02,2025-01-21,Sold,644000
VEH-02740,Maruti Suzuki,Ertiga,ZXI+,CNG,Delhi,DLR-DEL-02,2025-08-18,Sold,1289000
VEH-02741,Tata,Tiago,XZ+,Petrol,Bengaluru,DLR-BLR-02,2026-11-02,Sold,730000
VEH-02742,Maruti Suzuki,Brezza,ZXI,Petrol,Ahmedabad,DLR-AMD-02,2026-08-15,Sold,1058000
VEH-02743,Maruti Suzuki,Brezza,ZXI,Petrol,Mumbai,DLR-MUM-02,2025-07-06,Sold,1031000
VEH-02744,Maruti Suzuki,Swift,VXI,Petrol,Hyderabad,DLR-HYD-01,2025-05-12,Sold,787000
VEH-02745,Hyundai,Creta,SX(O),Diesel,Pune,DLR-PUN-02,2025-08-25,Sold,1763000
VEH-02746,Maruti Suzuki,Brezza,ZXI,Petrol,Mumbai,DLR-MUM-02,2025-08-28,Sold,1091000
VEH-02747,Mahindra,Scorpio-N,Z8L,Diesel,Pune,DLR-PUN-02,2025-05-08,Sold,2074000
VEH-02748,Maruti Suzuki,Swift,VXI,Petrol,Ahmedabad,DLR-AMD-01,2026-01-26,Sold,661000
VEH-02749,Hyundai,i20,Asta,Petrol,Bengaluru,DLR-BLR-01,2026-01-26,Sold,931000
VEH-02750,Mahindra,Thar,LX,Diesel,Pune,DLR-PUN-01,2026-06-04,Sold,1948000
VEH-02751,Maruti Suzuki,Baleno,Zeta,Petrol,Chennai,DLR-CHN-01,2026-05-17,Sold,874000
VEH-02752,Hyundai,Creta,SX(O),Diesel,Gurgaon,DLR-GGN-02,2025-07-16,Sold,1765000
VEH-02753,Skoda,Kushaq,Style,Petrol,Chennai,DLR-CHN-02,2026-05-06,Sold,1551000
VEH-02754,Tata,Nexon,Fearless+,Electric,Gurgaon,DLR-GGN-01,2025-01-09,Sold,1684000
VEH-02755,Mahindra,Thar,LX,Diesel,Bengaluru,DLR-BLR-01,2025-12-31,Sold,1789000
VEH-02756,MG,Hector,Sharp,Petrol,Ahmedabad,DLR-AMD-02,2026-10-31,Sold,1927000
VEH-02757,Maruti Suzuki,Ertiga,ZXI+,CNG,Chennai,DLR-CHN-03,2026-10-23,Sold,1189000
VEH-02758,Toyota,Innova Hycross,ZX,Hybrid,Pune,DLR-PUN-02,2026-10-26,Sold,3198000
VEH-02759,Hyundai,Creta,SX,Petrol,Mumbai,DLR-MUM-01,2025-07-02,Sold,1669000
VEH-02760,Maruti Suzuki,Swift,VXI,Petrol,Delhi,DLR-DEL-01,2026-04-28,Sold,658000
VEH-02761,Maruti Suzuki,Swift,VXI,Petrol,Ahmedabad,DLR-AMD-02,2026-01-17,Sold,755000
VEH-02762,Kia,Seltos,HTX,Petrol,Bengaluru,DLR-BLR-01,2026-06-17,Sold,1774000
VEH-02763,Maruti Suzuki,Brezza,ZXI,Petrol,Ahmedabad,DLR-AMD-01,2026-01-10,Sold,1036000
VEH-02764,Mahindra,Scorpio-N,Z8L,Diesel,Pune,DLR-PUN-01,2025-11-11,Sold,2103000
VEH-02765,Tata,Punch,Adventure,Petrol,Gurgaon,DLR-GGN-02,2026-09-30,Sold,804000
VEH-02766,Maruti Suzuki,Swift,VXI,Petrol,Pune,DLR-PUN-01,2026-04-28,Sold,657000
VEH-02767,Mahindra,XUV700,AX7,Diesel,Mumbai,DLR-MUM-02,2025-02-18,Sold,2442000
VEH-02768,Hyundai,Venue,S,Petrol,Hyderabad,DLR-HYD-01,2025-06-12,Sold,991000
VEH-02769,Maruti Suzuki,Swift,VXI,Petrol,Gurgaon,DLR-GGN-01,2026-03-07,Sold,665000
VEH-02770,Maruti Suzuki,Baleno,Zeta,Petrol,Delhi,DLR-DEL-02,2026-07-05,Sold,832000
VEH-02771,Maruti Suzuki,Baleno,Zeta,Petrol,Hyderabad,DLR-HYD-01,2025-11-16,Sold,841000
VEH-02772,Tata,Nexon,Fearless+,Electric,Gurgaon,DLR-GGN-01,2025-11-28,Sold,1826000
VEH-02773,Tata,Nexon,Creative,Petrol,Gurgaon,DLR-GGN-01,2026-05-06,Sold,1232000
VEH-02774,Mahindra,XUV700,AX7,Diesel,Ahmedabad,DLR-AMD-01,2025-05-10,Sold,2114000
VEH-02775,Tata,Nexon,Creative,Petrol,Ahmedabad,DLR-AMD-01,2025-08-20,Sold,1317000
VEH-02776,Maruti Suzuki,Swift,VXI,Petrol,Pune,DLR-PUN-02,2025-10-18,Sold,675000
VEH-02777,Maruti Suzuki,Ertiga,ZXI+,CNG,Mumbai,DLR-MUM-03,2026-11-08,Sold,1144000
VEH-02778,Hyundai,Creta,SX,Petrol,Gurgaon,DLR-GGN-02,2025-05-16,Sold,1547000
VEH-02779,Hyundai,i20,Asta,Petrol,Hyderabad,DLR-HYD-01,2026-01-31,Sold,941000
VEH-02780,Maruti Suzuki,Swift,VXI,Petrol,Mumbai,DLR-MUM-01,2025-01-16,Sold,685000
VEH-02781,Tata,Punch,Adventure,Petrol,Ahmedabad,DLR-AMD-01,2025-06-16,Sold,843000
VEH-02782,Hyundai,Creta,SX,Petrol,Hyderabad,DLR-HYD-02,2025-12-20,Sold,1476000
VEH-02783,Tata,Punch,Adventure,Petrol,Ahmedabad,DLR-AMD-02,2026-04-09,Sold,749000
VEH-02784,Hyundai,i20,Asta,Petrol,Mumbai,DLR-MUM-02,2025-05-02,Sold,970000
VEH-02785,Hyundai,Creta,SX,Petrol,Chennai,DLR-CHN-02,2025-12-13,Sold,1890000
VEH-02786,Toyota,Innova Hycross,ZX,Hybrid,Mumbai,DLR-MUM-02,2026-07-18,Sold,2747000
VEH-02787,Tata,Tiago,XZ+,Petrol,Hyderabad,DLR-HYD-02,2026-06-17,Sold,627000
VEH-02788,Maruti Suzuki,Swift,VXI,Petrol,Bengaluru,DLR-BLR-03,2025-01-28,Sold,788000
VEH-02789,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-02,2025-04-25,Sold,750000
VEH-02790,Tata,Nexon,Creative,Petrol,Bengaluru,DLR-BLR-02,2025-11-12,Sold,1211000
VEH-02791,Hyundai,i20,Asta,Petrol,Gurgaon,DLR-GGN-01,2026-06-02,Sold,826000
VEH-02792,Hyundai,Venue,S,Petrol,Gurgaon,DLR-GGN-01,2025-05-27,Sold,1288000
VEH-02793,Maruti Suzuki,Ertiga,ZXI+,CNG,Pune,DLR-PUN-03,2025-12-30,Sold,1259000
VEH-02794,Tata,Punch,Adventure,Petrol,Mumbai,DLR-MUM-03,2026-06-23,Sold,664000
VEH-02795,Mahindra,Thar,LX,Diesel,Bengaluru,DLR-BLR-01,2026-06-29,Sold,1590000
VEH-02796,Hyundai,Venue,S,Petrol,Pune,DLR-PUN-01,2026-10-14,Sold,1264000
VEH-02797,Kia,Seltos,HTX,Petrol,Mumbai,DLR-MUM-03,2025-06-06,Sold,1556000
VEH-02798,MG,Hector,Sharp,Petrol,Hyderabad,DLR-HYD-01,2025-10-14,Sold,1670000
VEH-02799,Volkswagen,Virtus,GT,Petrol,Gurgaon,DLR-GGN-02,2026-02-05,Sold,1841000
VEH-02800,Tata,Nexon,Creative,Petrol,Delhi,DLR-DEL-02,2026-04-26,Sold,1144000
VEH-02801,Maruti Suzuki,Baleno,Zeta,Petrol,Gurgaon,DLR-GGN-01,2025-03-19,Sold,784000
VEH-02802,Tata,Tiago,XZ+,Petrol,Hyderabad,DLR-HYD-01,2026-09-21,Sold,712000
VEH-02803,Volkswagen,Virtus,GT,Petrol,Pune,DLR-PUN-02,2025-05-25,Sold,1453000
VEH-02804,Tata,Nexon,Fearless+,Electric,Mumbai,DLR-MUM-01,2026-02-06,Sold,1571000
VEH-02805,Tata,Tiago,XZ+,Petrol,Bengaluru,DLR-BLR-01,2025-09-13,Sold,649000
VEH-02806,Maruti Suzuki,Swift,VXI,Petrol,Gurgaon,DLR-GGN-02,2025-05-25,Sold,751000
VEH-02807,Maruti Suzuki,Baleno,Zeta,Petrol,Chennai,DLR-CHN-03,2025-06-06,Sold,772000
VEH-02808,Hyundai,i20,Asta,Petrol,Hyderabad,DLR-HYD-02,2025-01-13,Sold,943000
VEH-02809,Maruti Suzuki,Baleno,Zeta,Petrol,Bengaluru,DLR-BLR-01,2026-10-07,Sold,873000
VEH-02810,Tata,Nexon,Fearless+,Electric,Hyderabad,DLR-HYD-02,2025-05-09,Sold,1767000
VEH-02811,Mahindra,XUV700,AX7,Diesel,Delhi,DLR-DEL-01,2025-12-17,Sold,2168000
VEH-02812,Volkswagen,Virtus,GT,Petrol,Pune,DLR-PUN-02,2025-04-27,Sold,1700000
VEH-02813,Tata,Nexon,Fearless+,Electric,Hyderabad,DLR-HYD-02,2025-10-27,Sold,1605000
VEH-02814,Tata,Nexon,Creative,Petrol,Pune,DLR-PUN-03,2026-09-11,Sold,1286000
VEH-02815,Kia,Seltos,HTX,Petrol,Mumbai,DLR-MUM-03,2026-05-23,Sold,1708000
VEH-02816,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-01,2026-10-17,Sold,586000
VEH-02817,Kia,Seltos,HTX,Petrol,Bengaluru,DLR-BLR-03,2025-10-11,Sold,1743000
VEH-02818,Maruti Suzuki,Ertiga,ZXI+,CNG,Delhi,DLR-DEL-02,2026-11-15,Sold,1118000
VEH-02819,Skoda,Kushaq,Style,Petrol,Pune,DLR-PUN-01,2026-05-14,Sold,1538000
VEH-02820,Tata,Punch,Adventure,Petrol,Mumbai,DLR-MUM-02,2026-11-14,Sold,776000
VEH-02821,Maruti Suzuki,Baleno,Zeta,Petrol,Chennai,DLR-CHN-03,2026-05-16,Sold,863000
VEH-02822,Tata,Punch,Adventure,Petrol,Delhi,DLR-DEL-03,2026-06-17,Sold,835000
VEH-02823,Maruti Suzuki,Swift,VXI,Petrol,Pune,DLR-PUN-03,2025-04-12,Sold,673000
VEH-02824,Maruti Suzuki,Baleno,Zeta,Petrol,Chennai,DLR-CHN-02,2026-08-19,Sold,874000
VEH-02825,Hyundai,i20,Asta,Petrol,Bengaluru,DLR-BLR-03,2025-02-11,Sold,868000
VEH-02826,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-02,2026-08-12,Sold,693000
VEH-02827,Maruti Suzuki,Swift,VXI,Petrol,Bengaluru,DLR-BLR-03,2026-03-20,Sold,655000
VEH-02828,Maruti Suzuki,Ertiga,ZXI+,CNG,Mumbai,DLR-MUM-03,2025-12-04,Sold,1040000
VEH-02829,Hyundai,Creta,SX,Petrol,Bengaluru,DLR-BLR-01,2026-04-14,Sold,1814000
VEH-02830,Toyota,Innova Hycross,ZX,Hybrid,Bengaluru,DLR-BLR-03,2025-12-20,Sold,2640000
VEH-02831,Skoda,Kushaq,Style,Petrol,Mumbai,DLR-MUM-02,2025-02-19,Sold,1622000
VEH-02832,Hyundai,i20,Asta,Petrol,Gurgaon,DLR-GGN-02,2025-06-15,Sold,833000
VEH-02833,Tata,Nexon,Creative,Petrol,Ahmedabad,DLR-AMD-02,2026-02-16,Sold,1365000
VEH-02834,Hyundai,Creta,SX(O),Diesel,Ahmedabad,DLR-AMD-02,2025-04-03,Sold,1891000
VEH-02835,Hyundai,Creta,SX(O),Diesel,Delhi,DLR-DEL-01,2025-11-22,Sold,1863000
VEH-02836,Maruti Suzuki,Baleno,Zeta,Petrol,Chennai,DLR-CHN-03,2026-02-21,Sold,800000
VEH-02837,Tata,Punch,Adventure,Petrol,Hyderabad,DLR-HYD-02,2025-07-28,Sold,775000
VEH-02838,Kia,Seltos,HTX,Petrol,Delhi,DLR-DEL-02,2026-03-26,Sold,1738000
VEH-02839,Hyundai,Creta,SX(O),Diesel,Mumbai,DLR-MUM-01,2025-11-28,Sold,1566000
VEH-02840,Maruti Suzuki,Baleno,Zeta,Petrol,Hyderabad,DLR-HYD-02,2026-07-29,Sold,857000
VEH-02841,Maruti Suzuki,Brezza,ZXI,Petrol,Hyderabad,DLR-HYD-01,2025-07-24,Sold,1027000
VEH-02842,Maruti Suzuki,Baleno,Zeta,Petrol,Hyderabad,DLR-HYD-02,2025-09-28,Sold,757000
VEH-02843,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-02,2025-05-18,Sold,658000
VEH-02844,Maruti Suzuki,Baleno,Zeta,Petrol,Gurgaon,DLR-GGN-02,2026-09-22,Sold,865000
VEH-02845,Skoda,Kushaq,Style,Petrol,Bengaluru,DLR-BLR-01,2026-03-31,Sold,1331000
VEH-02846,Maruti Suzuki,Ertiga,ZXI+,CNG,Mumbai,DLR-MUM-02,2025-01-28,Sold,1243000
VEH-02847,Maruti Suzuki,Ertiga,ZXI+,CNG,Chennai,DLR-CHN-01,2025-09-10,Sold,1105000
VEH-02848,Hyundai,i20,Asta,Petrol,Ahmedabad,DLR-AMD-01,2025-01-14,Sold,855000
VEH-02849,Maruti Suzuki,Ertiga,ZXI+,CNG,Pune,DLR-PUN-03,2026-05-11,Sold,1214000
VEH-02850,Hyundai,Venue,S,Petrol,Delhi,DLR-DEL-03,2025-07-17,Sold,1151000
VEH-02851,Maruti Suzuki,Brezza,ZXI,Petrol,Delhi,DLR-DEL-02,2026-10-06,Sold,1274000
VEH-02852,Toyota,Innova Hycross,ZX,Hybrid,Gurgaon,DLR-GGN-02,2026-01-09,Sold,3102000
VEH-02853,Mahindra,Thar,LX,Diesel,Delhi,DLR-DEL-02,2025-08-30,Sold,1747000
VEH-02854,Tata,Nexon,Creative,Petrol,Pune,DLR-PUN-03,2025-05-19,Sold,1144000
VEH-02855,Kia,Seltos,HTX,Petrol,Gurgaon,DLR-GGN-01,2026-07-07,Sold,1576000
VEH-02856,Maruti Suzuki,Baleno,Zeta,Petrol,Gurgaon,DLR-GGN-02,2026-07-04,Sold,800000
VEH-02857,Maruti Suzuki,Baleno,Zeta,Petrol,Ahmedabad,DLR-AMD-01,2025-12-24,Sold,885000
VEH-02858,Skoda,Kushaq,Style,Petrol,Ahmedabad,DLR-AMD-01,2026-04-23,Sold,1565000
VEH-02859,Tata,Punch,Adventure,Petrol,Pune,DLR-PUN-03,2026-03-26,Sold,894000
VEH-02860,Tata,Punch,Adventure,Petrol,Pune,DLR-PUN-01,2025-01-24,Sold,869000
VEH-02861,Tata,Nexon,Creative,Petrol,Pune,DLR-PUN-02,2026-05-05,Sold,1341000
VEH-02862,Maruti Suzuki,Baleno,Zeta,Petrol,Chennai,DLR-CHN-01,2025-10-11,Sold,865000
VEH-02863,Maruti Suzuki,Ertiga,ZXI+,CNG,Gurgaon,DLR-GGN-01,2026-09-06,Sold,1241000
VEH-02864,Hyundai,i20,Asta,Petrol,Chennai,DLR-CHN-01,2026-02-11,Sold,835000
VEH-02865,Tata,Tiago,XZ+,Petrol,Bengaluru,DLR-BLR-03,2026-11-23,Sold,637000
VEH-02866,Hyundai,Creta,SX(O),Diesel,Delhi,DLR-DEL-03,2026-02-22,Sold,1697000
VEH-02867,Mahindra,Scorpio-N,Z8L,Diesel,Gurgaon,DLR-GGN-02,2025-01-08,Sold,2314000
VEH-02868,Maruti Suzuki,Swift,VXI,Petrol,Chennai,DLR-CHN-03,2025-05-04,Sold,667000
VEH-02869,Tata,Punch,Adventure,Petrol,Delhi,DLR-DEL-03,2025-06-16,Sold,739000
VEH-02870,Maruti Suzuki,Ertiga,ZXI+,CNG,Hyderabad,DLR-HYD-01,2025-07-06,Sold,1005000
VEH-02871,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-01,2025-12-07,Sold,582000
VEH-02872,Maruti Suzuki,Baleno,Zeta,Petrol,Bengaluru,DLR-BLR-03,2026-02-02,Sold,824000
VEH-02873,Hyundai,Venue,S,Petrol,Delhi,DLR-DEL-02,2025-07-08,Sold,989000
VEH-02874,Hyundai,Creta,SX,Petrol,Mumbai,DLR-MUM-02,2025-09-17,Sold,1635000
VEH-02875,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-01,2025-08-22,Sold,809000
VEH-02876,Skoda,Kushaq,Style,Petrol,Hyderabad,DLR-HYD-02,2026-04-09,Sold,1386000
VEH-02877,Tata,Nexon,Creative,Petrol,Pune,DLR-PUN-03,2025-03-05,Sold,1265000
VEH-02878,Maruti Suzuki,Swift,VXI,Petrol,Bengaluru,DLR-BLR-01,2025-01-03,Sold,784000
VEH-02879,Maruti Suzuki,Swift,VXI,Petrol,Bengaluru,DLR-BLR-02,2025-01-30,Sold,744000
VEH-02880,Kia,Seltos,HTX,Petrol,Gurgaon,DLR-GGN-01,2026-10-15,Sold,1597000
VEH-02881,Tata,Nexon,Fearless+,Electric,Delhi,DLR-DEL-02,2025-04-11,Sold,1839000
VEH-02882,Honda,City,ZX,Petrol,Hyderabad,DLR-HYD-01,2026-03-29,Sold,1641000
VEH-02883,Kia,Seltos,HTX,Petrol,Chennai,DLR-CHN-03,2025-06-03,Sold,1696000
VEH-02884,Mahindra,Thar,LX,Diesel,Pune,DLR-PUN-01,2026-07-06,Sold,1543000
VEH-02885,Mahindra,Thar,LX,Diesel,Bengaluru,DLR-BLR-02,2025-04-22,Sold,1777000
VEH-02886,Tata,Tiago,XZ+,Petrol,Hyderabad,DLR-HYD-01,2025-04-14,Sold,687000
VEH-02887,Maruti Suzuki,Brezza,ZXI,Petrol,Mumbai,DLR-MUM-03,2025-12-13,Sold,1212000
VEH-02888,MG,Hector,Sharp,Petrol,Delhi,DLR-DEL-02,2026-04-05,Sold,1739000
VEH-02889,Tata,Tiago,XZ+,Petrol,Pune,DLR-PUN-01,2026-01-11,Sold,596000
VEH-02890,Maruti Suzuki,Ertiga,ZXI+,CNG,Ahmedabad,DLR-AMD-01,2026-02-19,Sold,1011000
VEH-02891,Hyundai,Creta,SX(O),Diesel,Gurgaon,DLR-GGN-02,2026-11-08,Sold,1651000
VEH-02892,Kia,Seltos,HTX,Petrol,Pune,DLR-PUN-03,2025-11-26,Sold,1746000
VEH-02893,Tata,Nexon,Creative,Petrol,Hyderabad,DLR-HYD-02,2026-07-15,Sold,1309000
VEH-02894,Maruti Suzuki,Brezza,ZXI,Petrol,Bengaluru,DLR-BLR-02,2025-07-23,Sold,1129000
VEH-02895,MG,Hector,Sharp,Petrol,Delhi,DLR-DEL-02,2026-01-23,Sold,1704000
VEH-02896,Tata,Nexon,Fearless+,Electric,Delhi,DLR-DEL-02,2026-07-30,Sold,1737000
VEH-02897,Tata,Punch,Adventure,Petrol,Bengaluru,DLR-BLR-02,2025-02-27,Sold,910000
VEH-02898,Kia,Seltos,HTX,Petrol,Mumbai,DLR-MUM-01,2025-11-12,Sold,1736000
VEH-02899,Tata,Punch,Adventure,Petrol,Gurgaon,DLR-GGN-01,2026-10-20,Sold,800000
VEH-02900,Mahindra,XUV700,AX7,Diesel,Delhi,DLR-DEL-01,2025-11-08,Sold,2284000
VEH-02901,Maruti Suzuki,Brezza,ZXI,Petrol,Gurgaon,DLR-GGN-01,2026-03-22,Sold,1240000
VEH-02902,Tata,Nexon,Creative,Petrol,Mumbai,DLR-MUM-02,2025-02-16,Sold,1089000
VEH-02903,Maruti Suzuki,Baleno,Zeta,Petrol,Gurgaon,DLR-GGN-01,2025-11-25,Sold,738000
VEH-02904,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-03,2026-10-19,Sold,716000
VEH-02905,Maruti Suzuki,Swift,VXI,Petrol,Gurgaon,DLR-GGN-01,2025-05-01,Sold,723000
VEH-02906,Maruti Suzuki,Swift,VXI,Petrol,Mumbai,DLR-MUM-02,2025-07-02,Sold,748000
VEH-02907,Kia,Seltos,HTX,Petrol,Bengaluru,DLR-BLR-02,2025-02-16,Sold,1359000
VEH-02908,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-03,2025-09-23,Sold,828000
VEH-02909,Tata,Tiago,XZ+,Petrol,Chennai,DLR-CHN-03,2025-11-15,Sold,612000
VEH-02910,MG,Hector,Sharp,Petrol,Hyderabad,DLR-HYD-02,2026-02-25,Sold,1630000
VEH-02911,Hyundai,Venue,S,Petrol,Bengaluru,DLR-BLR-02,2025-07-15,Sold,1189000
VEH-02912,Maruti Suzuki,Ertiga,ZXI+,CNG,Pune,DLR-PUN-03,2026-02-10,Sold,1011000
VEH-02913,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-03,2025-08-18,Sold,578000
VEH-02914,Tata,Punch,Adventure,Petrol,Pune,DLR-PUN-02,2025-03-11,Sold,733000
VEH-02915,Tata,Nexon,Creative,Petrol,Mumbai,DLR-MUM-03,2025-09-21,Sold,1328000
VEH-02916,Tata,Tiago,XZ+,Petrol,Chennai,DLR-CHN-02,2026-07-05,Sold,633000
VEH-02917,Hyundai,Creta,SX,Petrol,Hyderabad,DLR-HYD-01,2025-05-04,Sold,1582000
VEH-02918,Kia,Seltos,HTX,Petrol,Ahmedabad,DLR-AMD-01,2026-07-24,Sold,1713000
VEH-02919,Tata,Nexon,Fearless+,Electric,Mumbai,DLR-MUM-01,2026-04-27,Sold,1735000
VEH-02920,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-02,2025-07-09,Sold,741000
VEH-02921,Mahindra,Scorpio-N,Z8L,Diesel,Ahmedabad,DLR-AMD-01,2026-03-24,Sold,2320000
VEH-02922,Hyundai,Venue,S,Petrol,Chennai,DLR-CHN-02,2026-09-05,Sold,961000
VEH-02923,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-01,2025-08-05,Sold,641000
VEH-02924,Maruti Suzuki,Swift,VXI,Petrol,Pune,DLR-PUN-01,2025-12-17,Sold,713000
VEH-02925,Honda,City,ZX,Petrol,Bengaluru,DLR-BLR-01,2026-10-23,Sold,1308000
VEH-02926,Hyundai,Venue,S,Petrol,Mumbai,DLR-MUM-02,2026-06-03,Sold,972000
VEH-02927,Maruti Suzuki,Ertiga,ZXI+,CNG,Hyderabad,DLR-HYD-02,2026-11-06,Sold,1214000
VEH-02928,Maruti Suzuki,Swift,VXI,Petrol,Delhi,DLR-DEL-01,2026-09-10,Sold,784000
VEH-02929,Hyundai,Creta,SX,Petrol,Mumbai,DLR-MUM-03,2025-11-23,Sold,1409000
VEH-02930,Maruti Suzuki,Baleno,Zeta,Petrol,Pune,DLR-PUN-03,2026-07-03,Sold,724000
VEH-02931,Tata,Punch,Adventure,Petrol,Mumbai,DLR-MUM-02,2026-01-16,Sold,659000
VEH-02932,Maruti Suzuki,Baleno,Zeta,Petrol,Pune,DLR-PUN-01,2025-01-08,Sold,817000
VEH-02933,Maruti Suzuki,Swift,VXI,Petrol,Pune,DLR-PUN-02,2026-08-05,Sold,679000
VEH-02934,Kia,Seltos,HTX,Petrol,Chennai,DLR-CHN-01,2026-08-02,Sold,1559000
VEH-02935,Maruti Suzuki,Swift,VXI,Petrol,Hyderabad,DLR-HYD-02,2026-08-10,Sold,747000
VEH-02936,Hyundai,Creta,SX,Petrol,Hyderabad,DLR-HYD-02,2025-09-02,Sold,1729000
VEH-02937,Tata,Nexon,Fearless+,Electric,Mumbai,DLR-MUM-03,2026-04-12,Sold,1735000
VEH-02938,Honda,City,ZX,Petrol,Mumbai,DLR-MUM-03,2026-01-05,Sold,1394000
VEH-02939,Maruti Suzuki,Baleno,Zeta,Petrol,Hyderabad,DLR-HYD-01,2026-02-03,Sold,785000
VEH-02940,Toyota,Innova Hycross,ZX,Hybrid,Bengaluru,DLR-BLR-01,2026-03-20,Sold,3104000
VEH-02941,Hyundai,Creta,SX,Petrol,Pune,DLR-PUN-02,2026-07-10,Sold,1816000
VEH-02942,Maruti Suzuki,Ertiga,ZXI+,CNG,Bengaluru,DLR-BLR-03,2025-12-29,Sold,1096000
VEH-02943,MG,Hector,Sharp,Petrol,Delhi,DLR-DEL-02,2026-04-18,Sold,2083000
VEH-02944,Hyundai,i20,Asta,Petrol,Bengaluru,DLR-BLR-02,2025-12-13,Sold,863000
VEH-02945,Tata,Tiago,XZ+,Petrol,Mumbai,DLR-MUM-03,2025-07-31,Sold,622000
