sale_id,customer_id,vehicle_id,sale_date,brand,model,location,dealer_id,selling_price,trade_in_used
SAL-02610,CUS-02610,VEH-01145,2025-10-14,Hyundai,i20,Ahmedabad,DLR-AMD-01,877000,false
SAL-02611,CUS-02611,VEH-00189,2026-03-21,Maruti Suzuki,Swift,Chennai,DLR-CHN-03,729000,false
SAL-02612,CUS-02612,VEH-03197,2026-02-17,Hyundai,Venue,Chennai,DLR-CHN-03,1001000,true
SAL-02613,CUS-02613,VEH-01585,2026-01-18,Mahindra,Scorpio-N,Delhi,DLR-DEL-02,1841000,true
SAL-02614,CUS-02614,VEH-02152,2025-10-16,Tata,Tiago,Hyderabad,DLR-HYD-01,596000,false
SAL-02615,CUS-02615,VEH-00571,2026-06-11,Hyundai,Venue,Delhi,DLR-DEL-03,1171000,true
SAL-02616,CUS-02616,VEH-02203,2026-11-26,Hyundai,i20,Delhi,DLR-DEL-02,959000,true
SAL-02617,CUS-02617,VEH-03731,2026-01-13,Tata,Tiago,Gurgaon,DLR-GGN-02,607000,false
SAL-02618,CUS-02618,VEH-00339,2025-10-05,Tata,Nexon,Gurgaon,DLR-GGN-02,999000,false
SAL-02619,CUS-02619,VEH-00911,2026-12-20,Tata,Nexon,Gurgaon,DLR-GGN-02,1336000,true
SAL-02620,CUS-02620,VEH-00743,2025-06-23,Maruti Suzuki,Swift,Chennai,DLR-CHN-02,775000,false
SAL-02621,CUS-02621,VEH-01470,2026-10-16,Hyundai,Creta,Ahmedabad,DLR-AMD-01,1859000,false
SAL-02622,CUS-02622,VEH-01193,2026-03-31,Hyundai,Creta,Pune,DLR-PUN-01,1571000,true
SAL-02623,CUS-02623,VEH-03946,2026-11-04,BMW,3 Series,Delhi,DLR-DEL-03,5537000,false
SAL-02624,CUS-02624,VEH-02647,2026-11-03,Maruti Suzuki,Baleno,Hyderabad,DLR-HYD-01,863000,false
SAL-02625,CUS-02625,VEH-02764,2026-01-02,Mahindra,Scorpio-N,Pune,DLR-PUN-01,2072000,true
SAL-02626,CUS-02626,VEH-03457,2026-08-27,Mahindra,XUV700,Gurgaon,DLR-GGN-01,2363000,true
SAL-02627,CUS-02627,VEH-00908,2026-10-16,Toyota,Innova Hycross,Mumbai,DLR-MUM-03,2318000,false
SAL-02628,CUS-02628,VEH-04880,2025-03-29,Maruti Suzuki,Swift,Ahmedabad,DLR-AMD-01,760000,true
SAL-02629,CUS-02629,VEH-00980,2025-11-08,Mahindra,XUV700,Mumbai,DLR-MUM-01,2074000,true
SAL-02630,CUS-02630,VEH-04926,2025-08-31,Kia,Seltos,Ahmedabad,DLR-AMD-01,1432000,false
SAL-02631,CUS-02631,VEH-03566,2025-07-07,Hyundai,Creta,Mumbai,DLR-MUM-01,1795000,false
SAL-02632,CUS-02632,VEH-01512,2026-02-04,Maruti Suzuki,Ertiga,Bengaluru,DLR-BLR-03,1021000,false
SAL-02633,CUS-02633,VEH-03273,2026-02-28,Tata,Nexon,Pune,DLR-PUN-02,1797000,true
SAL-02634,CUS-02634,VEH-01137,2026-09-28,Tata,Tiago,Bengaluru,DLR-BLR-02,663000,false
SAL-02635,CUS-02635,VEH-00665,2025-05-23,Hyundai,Venue,Chennai,DLR-CHN-03,1240000,false
SAL-02636,CUS-02636,VEH-00062,2025-12-25,Hyundai,Venue,Mumbai,DLR-MUM-03,1244000,false
SAL-02637,CUS-02637,VEH-03542,2026-08-07,Mahindra,XUV700,Pune,DLR-PUN-03,2340000,true
SAL-02638,CUS-02638,VEH-04960,2026-10-10,Honda,City,Delhi,DLR-DEL-02,1477000,true
SAL-02639,CUS-02639,VEH-03209,2026-03-06,Hyundai,Creta,Gurgaon,DLR-GGN-01,1499000,false
SAL-02640,CUS-02640,VEH-02667,2025-11-04,Hyundai,Creta,Delhi,DLR-DEL-02,1630000,true
SAL-02641,CUS-02641,VEH-01574,2026-04-25,Tata,Punch,Pune,DLR-PUN-02,732000,true
SAL-02642,CUS-02642,VEH-03974,2026-03-24,Hyundai,Venue,Gurgaon,DLR-GGN-02,982000,true
SAL-02643,CUS-02643,VEH-02396,2026-06-24,Maruti Suzuki,Ertiga,Hyderabad,DLR-HYD-01,1228000,true
SAL-02644,CUS-02644,VEH-01155,2025-05-26,Maruti Suzuki,Baleno,Delhi,DLR-DEL-02,856000,false
SAL-02645,CUS-02645,VEH-01879,2025-03-04,MG,Hector,Bengaluru,DLR-BLR-02,1752000,true
SAL-02646,CUS-02646,VEH-01292,2026-11-20,Maruti Suzuki,Swift,Delhi,DLR-DEL-03,643000,true
SAL-02647,CUS-02647,VEH-03421,2025-11-27,Maruti Suzuki,Brezza,Ahmedabad,DLR-AMD-02,1146000,true
SAL-02648,CUS-02648,VEH-04364,2025-01-23,Hyundai,Creta,Gurgaon,DLR-GGN-01,1662000,true
SAL-02649,CUS-02649,VEH-03890,2026-11-24,Tata,Punch,Gurgaon,DLR-GGN-01,675000,true
SAL-02650,CUS-02650,VEH-04886,2025-07-07,Tata,Tiago,Delhi,DLR-DEL-02,562000,true
SAL-02651,CUS-02651,VEH-03170,2026-12-20,Maruti Suzuki,Brezza,Chennai,DLR-CHN-02,1066000,true
SAL-02652,CUS-02652,VEH-03291,2025-12-28,Maruti Suzuki,Swift,Mumbai,DLR-MUM-01,641000,false
SAL-02653,CUS-02653,VEH-04932,2025-10-07,Maruti Suzuki,Swift,Mumbai,DLR-MUM-02,661000,false
SAL-02654,CUS-02654,VEH-01401,2025-10-04,Kia,Seltos,Hyderabad,DLR-HYD-01,1395000,true
SAL-02655,CUS-02655,VEH-01356,2025-06-27,Tata,Tiago,Pune,DLR-PUN-03,635000,true
SAL-02656,CUS-02656,VEH-00454,2026-12-15,Mahindra,Scorpio-N,Chennai,DLR-CHN-03,2106000,true
SAL-02657,CUS-02657,VEH-04455,2026-02-16,Maruti Suzuki,Baleno,Delhi,DLR-DEL-01,854000,false
SAL-02658,CUS-02658,VEH-00517,2026-09-08,MG,Hector,Delhi,DLR-DEL-03,2000000,false
SAL-02659,CUS-02659,VEH-01862,2025-08-08,Maruti Suzuki,Swift,Mumbai,DLR-MUM-02,668000,false
SAL-02660,CUS-02660,VEH-03100,2026-10-06,Tata,Nexon,Ahmedabad,DLR-AMD-01,1048000,false
SAL-02661,CUS-02661,VEH-03310,2025-02-26,Honda,City,Mumbai,DLR-MUM-02,1511000,true
SAL-02662,CUS-02662,VEH-04808,2026-06-10,Honda,City,Mumbai,DLR-MUM-01,1489000,false
SAL-02663,CUS-02663,VEH-04668,2025-09-27,Kia,Seltos,Mumbai,DLR-MUM-02,1562000,true
SAL-02664,CUS-02664,VEH-02099,2025-11-08,Hyundai,Creta,Mumbai,DLR-MUM-01,1896000,false
SAL-02665,CUS-02665,VEH-04177,2026-10-20,Maruti Suzuki,Baleno,Pune,DLR-PUN-01,731000,true
SAL-02666,CUS-02666,VEH-03377,2025-06-09,Hyundai,Creta,Bengaluru,DLR-BLR-02,1509000,true
SAL-02667,CUS-02667,VEH-03546,2026-11-26,MG,Hector,Bengaluru,DLR-BLR-01,1865000,false
SAL-02668,CUS-02668,VEH-02787,2026-07-22,Tata,Tiago,Hyderabad,DLR-HYD-02,622000,true
SAL-02669,CUS-02669,VEH-02990,2025-08-23,Maruti Suzuki,Baleno,Gurgaon,DLR-GGN-01,740000,false
SAL-02670,CUS-02670,VEH-02823,2025-05-04,Maruti Suzuki,Swift,Pune,DLR-PUN-03,670000,true
SAL-02671,CUS-02671,VEH-04901,2025-12-13,Maruti Suzuki,Ertiga,Bengaluru,DLR-BLR-03,1013000,false
SAL-02672,CUS-02672,VEH-01156,2026-12-20,Tata,Tiago,Chennai,DLR-CHN-03,606000,true
SAL-02673,CUS-02673,VEH-02178,2026-11-15,Maruti Suzuki,Baleno,Delhi,DLR-DEL-03,769000,false
SAL-02674,CUS-02674,VEH-00038,2025-05-04,Tata,Nexon,Hyderabad,DLR-HYD-01,1302000,false
SAL-02675,CUS-02675,VEH-02753,2026-05-22,Skoda,Kushaq,Chennai,DLR-CHN-02,1544000,true
SAL-02676,CUS-02676,VEH-04935,2025-02-19,Honda,City,Delhi,DLR-DEL-03,1572000,false
SAL-02677,CUS-02677,VEH-02044,2026-10-21,Tata,Tiago,Mumbai,DLR-MUM-01,573000,false
SAL-02678,CUS-02678,VEH-01884,2025-10-15,Maruti Suzuki,Brezza,Chennai,DLR-CHN-01,1149000,false
SAL-02679,CUS-02679,VEH-02810,2025-06-06,Tata,Nexon,Hyderabad,DLR-HYD-02,1727000,true
SAL-02680,CUS-02680,VEH-04121,2025-06-26,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-03,682000,false
SAL-02681,CUS-02681,VEH-01212,2026-05-14,Hyundai,Creta,Ahmedabad,DLR-AMD-01,1630000,false
SAL-02682,CUS-02682,VEH-01630,2026-04-13,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-02,722000,false
SAL-02683,CUS-02683,VEH-02511,2026-04-14,Tata,Tiago,Delhi,DLR-DEL-02,615000,true
SAL-02684,CUS-02684,VEH-02623,2026-05-21,Hyundai,Venue,Mumbai,DLR-MUM-02,1231000,true
SAL-02685,CUS-02685,VEH-00659,2025-04-18,Maruti Suzuki,Ertiga,Ahmedabad,DLR-AMD-01,1135000,false
SAL-02686,CUS-02686,VEH-03564,2026-02-23,Maruti Suzuki,Baleno,Delhi,DLR-DEL-03,807000,false
SAL-02687,CUS-02687,VEH-03351,2026-01-26,Maruti Suzuki,Baleno,Bengaluru,DLR-BLR-01,821000,false
SAL-02688,CUS-02688,VEH-01633,2026-03-15,Tata,Tiago,Ahmedabad,DLR-AMD-02,703000,false
SAL-02689,CUS-02689,VEH-01962,2026-12-20,Maruti Suzuki,Swift,Chennai,DLR-CHN-03,680000,true
SAL-02690,CUS-02690,VEH-00797,2025-08-31,Tata,Punch,Chennai,DLR-CHN-03,809000,true
SAL-02691,CUS-02691,VEH-01149,2026-07-02,Hyundai,i20,Hyderabad,DLR-HYD-01,786000,true
SAL-02692,CUS-02692,VEH-03508,2025-11-22,Honda,City,Hyderabad,DLR-HYD-02,1686000,false
SAL-02693,CUS-02693,VEH-00084,2026-10-04,Hyundai,Creta,Chennai,DLR-CHN-02,2079000,true
SAL-02694,CUS-02694,VEH-02602,2026-10-01,Maruti Suzuki,Baleno,Bengaluru,DLR-BLR-03,797000,true
SAL-02695,CUS-02695,VEH-00901,2026-05-31,Maruti Suzuki,Swift,Mumbai,DLR-MUM-02,729000,true
SAL-02696,CUS-02696,VEH-01466,2026-06-24,Maruti Suzuki,Baleno,Hyderabad,DLR-HYD-02,877000,true
SAL-02697,CUS-02697,VEH-03813,2026-02-13,Maruti Suzuki,Ertiga,Chennai,DLR-CHN-01,1062000,true
SAL-02698,CUS-02698,VEH-03908,2026-11-04,Hyundai,i20,Chennai,DLR-CHN-03,790000,true
SAL-02699,CUS-02699,VEH-04022,2026-04-27,Toyota,Innova Hycross,Delhi,DLR-DEL-03,2593000,false
SAL-02700,CUS-02700,VEH-02408,2026-11-07,Maruti Suzuki,Swift,Chennai,DLR-CHN-02,675000,false
SAL-02701,CUS-02701,VEH-01225,2025-05-11,Mahindra,XUV700,Chennai,DLR-CHN-02,2477000,true
SAL-02702,CUS-02702,VEH-04696,2025-08-13,Kia,Seltos,Chennai,DLR-CHN-02,1575000,false
SAL-02703,CUS-02703,VEH-02295,2025-03-17,Tata,Nexon,Delhi,DLR-DEL-02,1382000,false
SAL-02704,CUS-02704,VEH-03385,2026-03-24,Kia,Seltos,Delhi,DLR-DEL-02,1306000,false
SAL-02705,CUS-02705,VEH-00913,2026-02-10,Tata,Nexon,Delhi,DLR-DEL-02,1707000,false
SAL-02706,CUS-02706,VEH-00382,2025-12-21,Mahindra,Scorpio-N,Delhi,DLR-DEL-01,1897000,false
SAL-02707,CUS-02707,VEH-01698,2026-05-09,Maruti Suzuki,Swift,Pune,DLR-PUN-01,778000,false
SAL-02708,CUS-02708,VEH-01820,2025-07-23,Maruti Suzuki,Brezza,Pune,DLR-PUN-01,1090000,false
SAL-02709,CUS-02709,VEH-00590,2025-04-30,Hyundai,Creta,Pune,DLR-PUN-03,1714000,false
SAL-02710,CUS-02710,VEH-04349,2025-08-28,Hyundai,Venue,Pune,DLR-PUN-03,1262000,false
SAL-02711,CUS-02711,VEH-01635,2025-06-27,Tata,Nexon,Bengaluru,DLR-BLR-03,1241000,false
SAL-02712,CUS-02712,VEH-02931,2026-05-02,Tata,Punch,Mumbai,DLR-MUM-02,658000,false
SAL-02713,CUS-02713,VEH-04853,2026-07-21,Tata,Punch,Mumbai,DLR-MUM-01,671000,true
SAL-02714,CUS-02714,VEH-01819,2026-03-02,Tata,Tiago,Delhi,DLR-DEL-02,580000,false
SAL-02715,CUS-02715,VEH-04813,2025-01-28,Hyundai,Creta,Delhi,DLR-DEL-02,1659000,true
SAL-02716,CUS-02716,VEH-04320,2026-12-20,Toyota,Innova Hycross,Hyderabad,DLR-HYD-02,3081000,true
SAL-02717,CUS-02717,VEH-02857,2026-02-17,Maruti Suzuki,Baleno,Ahmedabad,DLR-AMD-01,895000,false
SAL-02718,CUS-02718,VEH-03772,2025-02-27,Tata,Punch,Gurgaon,DLR-GGN-02,686000,true
SAL-02719,CUS-02719,VEH-03932,2026-06-06,Tata,Nexon,Gurgaon,DLR-GGN-01,1699000,true
SAL-02720,CUS-02720,VEH-03948,2025-08-01,Maruti Suzuki,Baleno,Delhi,DLR-DEL-03,734000,true
SAL-02721,CUS-02721,VEH-04257,2025-06-06,Tata,Punch,Gurgaon,DLR-GGN-01,709000,true
SAL-02722,CUS-02722,VEH-01359,2026-10-30,Mahindra,Thar,Chennai,DLR-CHN-01,1776000,false
SAL-02723,CUS-02723,VEH-04167,2026-02-23,Mahindra,XUV700,Delhi,DLR-DEL-03,2342000,true
SAL-02724,CUS-02724,VEH-00199,2025-12-29,Toyota,Innova Hycross,Delhi,DLR-DEL-03,3227000,false
SAL-02725,CUS-02725,VEH-00274,2026-03-01,Kia,Seltos,Ahmedabad,DLR-AMD-01,1749000,false
SAL-02726,CUS-02726,VEH-01546,2026-07-10,Hyundai,Creta,Delhi,DLR-DEL-02,1455000,false
SAL-02727,CUS-02727,VEH-03688,2025-11-13,Tata,Punch,Delhi,DLR-DEL-03,688000,true
SAL-02728,CUS-02728,VEH-04452,2025-12-30,Hyundai,Creta,Pune,DLR-PUN-01,1503000,true
SAL-02729,CUS-02729,VEH-02226,2025-04-29,MG,Hector,Ahmedabad,DLR-AMD-02,1736000,true
SAL-02730,CUS-02730,VEH-03817,2026-01-29,Hyundai,Creta,Hyderabad,DLR-HYD-02,1736000,false
SAL-02731,CUS-02731,VEH-02130,2025-07-19,Maruti Suzuki,Brezza,Pune,DLR-PUN-02,1231000,true
SAL-02732,CUS-02732,VEH-00628,2025-12-07,Tata,Nexon,Chennai,DLR-CHN-03,1076000,false
SAL-02733,CUS-02733,VEH-01472,2026-12-04,Maruti Suzuki,Swift,Mumbai,DLR-MUM-01,717000,true
SAL-02734,CUS-02734,VEH-03517,2026-12-20,Mahindra,Scorpio-N,Hyderabad,DLR-HYD-02,1953000,false
SAL-02735,CUS-02735,VEH-04558,2026-01-30,Hyundai,Venue,Delhi,DLR-DEL-03,1053000,false
SAL-02736,CUS-02736,VEH-02612,2025-04-08,Honda,City,Gurgaon,DLR-GGN-02,1279000,false
SAL-02737,CUS-02737,VEH-02321,2025-11-29,Hyundai,i20,Ahmedabad,DLR-AMD-01,989000,true
SAL-02738,CUS-02738,VEH-01761,2026-08-13,Maruti Suzuki,Swift,Chennai,DLR-CHN-01,744000,false
SAL-02739,CUS-02739,VEH-02469,2026-02-26,Hyundai,Creta,Hyderabad,DLR-HYD-02,1796000,true
SAL-02740,CUS-02740,VEH-01717,2026-01-22,Hyundai,Creta,Delhi,DLR-DEL-02,1348000,true
SAL-02741,CUS-02741,VEH-00003,2025-11-06,Tata,Punch,Pune,DLR-PUN-01,748000,false
SAL-02742,CUS-02742,VEH-04430,2026-12-01,Mahindra,XUV700,Delhi,DLR-DEL-03,2526000,true
SAL-02743,CUS-02743,VEH-00765,2026-08-26,Tata,Tiago,Chennai,DLR-CHN-03,729000,true
SAL-02744,CUS-02744,VEH-01140,2026-11-12,Mahindra,Scorpio-N,Pune,DLR-PUN-02,2178000,false
SAL-02745,CUS-02745,VEH-04052,2025-09-17,Kia,Seltos,Mumbai,DLR-MUM-01,1454000,true
SAL-02746,CUS-02746,VEH-04914,2026-02-14,Hyundai,Venue,Mumbai,DLR-MUM-02,1247000,true
SAL-02747,CUS-02747,VEH-01254,2026-01-15,Tata,Nexon,Delhi,DLR-DEL-03,1665000,true
SAL-02748,CUS-02748,VEH-02344,2026-02-27,Mahindra,Thar,Bengaluru,DLR-BLR-02,1785000,true
SAL-02749,CUS-02749,VEH-03397,2025-03-23,Maruti Suzuki,Brezza,Bengaluru,DLR-BLR-03,1008000,false
SAL-02750,CUS-02750,VEH-03648,2026-10-13,Mahindra,Thar,Bengaluru,DLR-BLR-01,1635000,true
SAL-02751,CUS-02751,VEH-02020,2025-09-05,Hyundai,Venue,Bengaluru,DLR-BLR-01,973000,false
SAL-02752,CUS-02752,VEH-02780,2025-02-11,Maruti Suzuki,Swift,Mumbai,DLR-MUM-01,670000,false
SAL-02753,CUS-02753,VEH-04986,2026-07-28,Tata,Nexon,Chennai,DLR-CHN-01,1837000,false
SAL-02754,CUS-02754,VEH-02264,2026-06-27,Hyundai,Creta,Delhi,DLR-DEL-02,1354000,true
SAL-02755,CUS-02755,VEH-01360,2026-03-05,Mahindra,XUV700,Pune,DLR-PUN-03,1952000,false
SAL-02756,CUS-02756,VEH-04779,2025-02-03,Mahindra,Thar,Mumbai,DLR-MUM-01,1964000,false
SAL-02757,CUS-02757,VEH-04507,2025-08-11,Tata,Nexon,Delhi,DLR-DEL-03,979000,true
SAL-02758,CUS-02758,VEH-03551,2026-09-23,Maruti Suzuki,Swift,Delhi,DLR-DEL-02,709000,true
SAL-02759,CUS-02759,VEH-04126,2025-11-21,Tata,Tiago,Hyderabad,DLR-HYD-02,641000,true
SAL-02760,CUS-02760,VEH-01649,2026-12-20,Mahindra,Scorpio-N,Ahmedabad,DLR-AMD-02,2162000,false
SAL-02761,CUS-02761,VEH-00982,2026-07-15,Maruti Suzuki,Baleno,Pune,DLR-PUN-03,848000,false
SAL-02762,CUS-02762,VEH-01027,2026-12-05,Hyundai,Venue,Mumbai,DLR-MUM-03,1139000,false
SAL-02763,CUS-02763,VEH-01822,2025-09-24,Tata,Tiago,Mumbai,DLR-MUM-02,623000,false
SAL-02764,CUS-02764,VEH-04788,2026-09-25,Honda,City,Pune,DLR-PUN-03,1362000,true
SAL-02765,CUS-02765,VEH-02707,2026-06-07,Tata,Punch,Mumbai,DLR-MUM-03,825000,true
SAL-02766,CUS-02766,VEH-00909,2026-10-12,Mahindra,XUV700,Gurgaon,DLR-GGN-01,2442000,true
SAL-02767,CUS-02767,VEH-03681,2025-08-16,Mahindra,XUV700,Ahmedabad,DLR-AMD-01,2331000,true
SAL-02768,CUS-02768,VEH-00598,2025-04-21,Maruti Suzuki,Brezza,Gurgaon,DLR-GGN-02,1125000,true
SAL-02769,CUS-02769,VEH-04008,2026-10-31,Tata,Tiago,Gurgaon,DLR-GGN-01,622000,true
SAL-02770,CUS-02770,VEH-02851,2026-12-18,Maruti Suzuki,Brezza,Delhi,DLR-DEL-02,1253000,true
SAL-02771,CUS-02771,VEH-03795,2026-10-26,Hyundai,Creta,Pune,DLR-PUN-03,1814000,false
SAL-02772,CUS-02772,VEH-02287,2025-10-28,Mahindra,Thar,Mumbai,DLR-MUM-01,1551000,false
SAL-02773,CUS-02773,VEH-01904,2025-05-20,BMW,3 Series,Delhi,DLR-DEL-02,5747000,false
SAL-02774,CUS-02774,VEH-04369,2025-09-10,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-03,842000,false
SAL-02775,CUS-02775,VEH-03339,2026-11-08,Tata,Punch,Delhi,DLR-DEL-03,826000,false
SAL-02776,CUS-02776,VEH-03152,2026-04-07,Maruti Suzuki,Swift,Delhi,DLR-DEL-02,648000,true
SAL-02777,CUS-02777,VEH-03279,2025-06-21,Maruti Suzuki,Baleno,Delhi,DLR-DEL-02,855000,false
SAL-02778,CUS-02778,VEH-02291,2026-02-19,MG,Hector,Chennai,DLR-CHN-02,2021000,true
SAL-02779,CUS-02779,VEH-02039,2026-09-17,Tata,Punch,Hyderabad,DLR-HYD-01,877000,false
SAL-02780,CUS-02780,VEH-03007,2026-02-08,Maruti Suzuki,Brezza,Hyderabad,DLR-HYD-01,1149000,true
SAL-02781,CUS-02781,VEH-00910,2026-08-01,Hyundai,Venue,Hyderabad,DLR-HYD-01,1087000,false
SAL-02782,CUS-02782,VEH-04551,2026-04-26,Tata,Nexon,Bengaluru,DLR-BLR-02,1232000,false
SAL-02783,CUS-02783,VEH-02934,2026-09-01,Kia,Seltos,Chennai,DLR-CHN-01,1519000,false
SAL-02784,CUS-02784,VEH-00915,2026-08-26,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-03,869000,false
SAL-02785,CUS-02785,VEH-02500,2026-05-28,Hyundai,Creta,Hyderabad,DLR-HYD-02,1702000,false
SAL-02786,CUS-02786,VEH-03077,2025-05-10,Hyundai,Venue,Delhi,DLR-DEL-01,948000,false
SAL-02787,CUS-02787,VEH-02762,2026-08-03,Kia,Seltos,Bengaluru,DLR-BLR-01,1791000,true
SAL-02788,CUS-02788,VEH-02089,2025-04-22,Tata,Tiago,Mumbai,DLR-MUM-03,745000,true
SAL-02789,CUS-02789,VEH-03591,2025-02-22,Tata,Punch,Delhi,DLR-DEL-03,714000,false
SAL-02790,CUS-02790,VEH-00349,2025-04-13,Hyundai,Creta,Ahmedabad,DLR-AMD-01,1713000,true
SAL-02791,CUS-02791,VEH-04094,2026-07-19,Hyundai,Creta,Ahmedabad,DLR-AMD-02,1632000,true
SAL-02792,CUS-02792,VEH-00150,2026-05-09,Maruti Suzuki,Baleno,Pune,DLR-PUN-02,831000,false
SAL-02793,CUS-02793,VEH-03228,2025-12-07,Hyundai,Venue,Bengaluru,DLR-BLR-01,1167000,true
SAL-02794,CUS-02794,VEH-04145,2026-11-24,BMW,3 Series,Ahmedabad,DLR-AMD-01,5137000,false
SAL-02795,CUS-02795,VEH-02966,2026-04-21,Mahindra,Scorpio-N,Hyderabad,DLR-HYD-02,2248000,true
SAL-02796,CUS-02796,VEH-03761,2026-09-20,Tata,Nexon,Gurgaon,DLR-GGN-01,1386000,false
SAL-02797,CUS-02797,VEH-04915,2026-09-29,Skoda,Kushaq,Gurgaon,DLR-GGN-01,1511000,true
SAL-02798,CUS-02798,VEH-03234,2025-11-15,Volkswagen,Virtus,Gurgaon,DLR-GGN-01,1531000,false
SAL-02799,CUS-02799,VEH-02277,2026-11-21,Tata,Tiago,Delhi,DLR-DEL-02,695000,false
SAL-02800,CUS-02800,VEH-01924,2025-08-28,Tata,Tiago,Bengaluru,DLR-BLR-02,622000,true
SAL-02801,CUS-02801,VEH-04216,2026-09-24,Skoda,Kushaq,Pune,DLR-PUN-03,1482000,true
SAL-02802,CUS-02802,VEH-01076,2026-04-02,BMW,3 Series,Bengaluru,DLR-BLR-02,5641000,true
SAL-02803,CUS-02803,VEH-03002,2026-04-26,Maruti Suzuki,Swift,Chennai,DLR-CHN-03,635000,false
SAL-02804,CUS-02804,VEH-03567,2025-12-20,Tata,Punch,Pune,DLR-PUN-02,904000,false
SAL-02805,CUS-02805,VEH-04814,2026-08-22,Kia,Seltos,Delhi,DLR-DEL-03,1336000,false
SAL-02806,CUS-02806,VEH-04977,2026-09-21,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-01,680000,false
SAL-02807,CUS-02807,VEH-01364,2025-09-27,Tata,Nexon,Gurgaon,DLR-GGN-01,1678000,false
SAL-02808,CUS-02808,VEH-02512,2025-12-19,Maruti Suzuki,Baleno,Pune,DLR-PUN-01,770000,true
SAL-02809,CUS-02809,VEH-03344,2025-12-14,Hyundai,Creta,Delhi,DLR-DEL-03,1994000,false
SAL-02810,CUS-02810,VEH-01235,2025-01-15,Maruti Suzuki,Swift,Gurgaon,DLR-GGN-01,722000,false
SAL-02811,CUS-02811,VEH-03487,2026-06-29,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-03,729000,true
SAL-02812,CUS-02812,VEH-01350,2025-06-23,Maruti Suzuki,Swift,Delhi,DLR-DEL-02,775000,false
SAL-02813,CUS-02813,VEH-03992,2025-12-23,Toyota,Innova Hycross,Bengaluru,DLR-BLR-02,2302000,true
SAL-02814,CUS-02814,VEH-03923,2026-09-10,Tata,Nexon,Delhi,DLR-DEL-03,1041000,false
SAL-02815,CUS-02815,VEH-00420,2026-01-12,Tata,Tiago,Delhi,DLR-DEL-03,579000,false
SAL-02816,CUS-02816,VEH-03445,2026-12-20,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-01,723000,false
SAL-02817,CUS-02817,VEH-00098,2026-04-05,Hyundai,i20,Ahmedabad,DLR-AMD-01,901000,true
SAL-02818,CUS-02818,VEH-00299,2026-11-23,Hyundai,Creta,Chennai,DLR-CHN-03,1787000,false
SAL-02819,CUS-02819,VEH-00071,2026-10-02,Honda,City,Delhi,DLR-DEL-02,1522000,false
SAL-02820,CUS-02820,VEH-04681,2026-04-22,Skoda,Kushaq,Delhi,DLR-DEL-01,1553000,true
SAL-02821,CUS-02821,VEH-00523,2025-04-25,Maruti Suzuki,Baleno,Pune,DLR-PUN-03,859000,true
SAL-02822,CUS-02822,VEH-04909,2026-03-30,Hyundai,Venue,Hyderabad,DLR-HYD-01,1198000,true
SAL-02823,CUS-02823,VEH-00985,2025-10-30,Maruti Suzuki,Brezza,Chennai,DLR-CHN-03,1151000,true
SAL-02824,CUS-02824,VEH-02148,2025-03-27,Skoda,Kushaq,Gurgaon,DLR-GGN-02,1404000,true
SAL-02825,CUS-02825,VEH-01903,2026-12-09,Maruti Suzuki,Baleno,Chennai,DLR-CHN-02,859000,false
SAL-02826,CUS-02826,VEH-02453,2026-11-22,Tata,Tiago,Ahmedabad,DLR-AMD-01,725000,false
SAL-02827,CUS-02827,VEH-00168,2026-08-13,Tata,Punch,Chennai,DLR-CHN-01,889000,false
SAL-02828,CUS-02828,VEH-02280,2026-02-09,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-02,629000,true
SAL-02829,CUS-02829,VEH-04348,2026-10-04,Maruti Suzuki,Ertiga,Bengaluru,DLR-BLR-03,1113000,false
SAL-02830,CUS-02830,VEH-01473,2026-02-12,Tata,Punch,Gurgaon,DLR-GGN-01,691000,false
SAL-02831,CUS-02831,VEH-03513,2025-05-13,Tata,Tiago,Delhi,DLR-DEL-03,718000,true
SAL-02832,CUS-02832,VEH-03451,2025-12-04,Tata,Punch,Pune,DLR-PUN-01,857000,true
SAL-02833,CUS-02833,VEH-00482,2026-03-13,Honda,City,Delhi,DLR-DEL-02,1490000,false
SAL-02834,CUS-02834,VEH-03616,2026-02-05,Maruti Suzuki,Brezza,Pune,DLR-PUN-03,1061000,false
SAL-02835,CUS-02835,VEH-04715,2025-03-02,Maruti Suzuki,Swift,Pune,DLR-PUN-02,708000,true
SAL-02836,CUS-02836,VEH-02898,2025-12-30,Kia,Seltos,Mumbai,DLR-MUM-01,1756000,true
SAL-02837,CUS-02837,VEH-00538,2025-09-30,Volkswagen,Virtus,Delhi,DLR-DEL-03,1564000,true
SAL-02838,CUS-02838,VEH-03288,2025-10-15,Mahindra,Scorpio-N,Chennai,DLR-CHN-03,2161000,false
SAL-02839,CUS-02839,VEH-04818,2026-04-17,Mahindra,Scorpio-N,Chennai,DLR-CHN-03,2236000,true
